xc_id,species_scientific,species_english,country,location,latitude,longitude,date,time,recordist,quality,length,type,scraped_at
205394,Polioptila caerulea,Blue-grey Gnatcatcher,United States,"FR375, Manti-La Sal National Forest (near  Paradox), Montrose County, Colorado",38.4195,,2014-05-19,16:10,Eric DeFonso,A,0:22,call,2026-02-19T14:32:03.667366
173184,Calypte anna,Anna's Hummingbird,United States,"Greasewood County Park, Tucson, Pima County, Arizona",32.2333,,2014-01-04,14:30,Eric DeFonso,A,1:36,song,2026-02-19T14:32:05.592444
371759,Riparia riparia,Sand Martin,Netherlands,"Utrecht, Utrecht, Utrecht",52.1226,,2017-04-07,13:29,Frank A. Roos,B,0:27,call,2026-02-19T14:32:07.834978
122819,Myiarchus cinerascens,Ash-throated Flycatcher,United States,"Portal, Arizona",31.906,,2011-06-21,07:35,Richard E. Webster,A,1:16,call,2026-02-19T14:32:09.749988
217911,Thryomanes bewickii,Bewick's Wren,United States,"Davis Mountains State Park, Jeff Davis Co, Texas",30.5965,,2012-04-05,09:27,Paul Marvin,A,3:28,"call, song",2026-02-19T14:32:11.570912
169597,Calypte anna,Anna's Hummingbird,United States,"Chaney Trail/2N50 intersection, Angeles National Forest, Los Angeles County, California",34.2148,,2014-03-01,07:17,Lance A. M. Benner,A,1:02,song,2026-02-19T14:32:13.386332
132285,Archilochus alexandri,Black-chinned Hummingbird,United States,"Portal, Arizona",31.906,,2013-04-19,07:22,Richard E. Webster,A,0:51,"call, chase calls, interaction calls",2026-02-19T14:32:15.261575
324946,Setophaga striata,Blackpoll Warbler,Canada,"Forêt Montmorency, La Côte-de-Beaupré, Québec",47.3197,,2016-06-11,06:31,Martin St-Michel,A,1:57,song,2026-02-19T14:32:17.228982
350663,Psaltriparus minimus,American Bushtit,United States,"Hunter Mountain, Death Valley National Park, Inyo County",36.548,,1995-06-24,?,Richard E. Webster,A,0:34,call,2026-02-19T14:32:19.075503
495177,Selasphorus platycercus,Broad-tailed Hummingbird,United States,"Rocky Mountains (near  Tererro), San Miguel County, New Mexico",35.7426,,2019-08-22,08:17,Thomas G. Graves,B,0:33,"call, chips, wing sounds",2026-02-19T14:32:20.862185
212529,Certhia americana,Brown Creeper,United States,"Boulder, Colorado",40.016,,2015-02-07,09:17,Ted Floyd,A,0:22,call,2026-02-19T14:32:22.799919
308474,Buteo platypterus,Broad-winged Hawk,Nicaragua,"Camino a Playa Hermosa, Rivas",11.2173,,2016-01-03,07:00,Orlando Jarquín G.,A,0:03,song,2026-02-19T14:32:24.702873
439894,Psaltriparus minimus,American Bushtit,Mexico,"Mesa El Campanero, Yécora, Sonora",28.3714,,2018-07-30,06:00,Richard E. Webster,A,6:13,call,2026-02-19T14:32:26.512876
179841,Mniotilta varia,Black-and-white Warbler,United States,"NE Walpack, Sussex Co., NJ",41.161,,2014-05-15,15:00,Dan Lane,B,0:16,song,2026-02-19T14:32:28.345349
255294,Polioptila caerulea,Blue-grey Gnatcatcher,United States,"Palm Canyon, Kofa Mountains, Kofa National Wildlife Refuge, Yuma County, Arizona",33.3608,,2015-07-04,09:00,Eric Hough,B,0:12,call,2026-02-19T14:32:30.221018
310909,Spizelloides arborea,American Tree Sparrow,United States,"Prairie Green, Kane County, Illinois",41.8905,,2016-04-07,07:30,Matt Wistrand,B,0:00,flight call,2026-02-19T14:32:32.141871
356414,Strix varia,Barred Owl,United States,"Dixie Way, Scottsmoor area, Brevard County, Florida",28.7664,,2017-02-20,06:11,Paul Marvin,B,0:06,call,2026-02-19T14:32:33.955699
378604,Selasphorus platycercus,Broad-tailed Hummingbird,United States,"Sage Creek campground, Pryor Mountains, Carbon County, Montana",45.2136,,2017-05-19,10:53,Thomas Magarian,C,0:10,wing trill.,2026-02-19T14:32:35.896446
357977,Cyanocitta cristata,Blue Jay,United States,"Tredyffrin Township (near  Wayne), Chester County, Pennsylvania",40.092,,2017-01-16,12:37,Thomas Magarian,A,0:20,call,2026-02-19T14:32:37.823604
160984,Molothrus ater,Brown-headed Cowbird,United States,"Finney Lake, Calipatria, Imperial County, California",33.0624,,2012-03-14,07:11,Paul Marvin,A,3:37,call,2026-02-19T14:32:39.663879
131925,Sayornis nigricans,Black Phoebe,Honduras,"Petoa, Santa Barbara",15.2696,,2012-08-21,11:00,Mayron McKewy Mejía,B,0:18,call,2026-02-19T14:32:41.502399
413887,Hirundo rustica,Barn Swallow,Kuwait,Jahara pool reserve ,29.3635,,2018-03-07,14:00,Omar Alshaheen,C,0:37,song,2026-02-19T14:32:43.582809
417910,Polioptila caerulea,Blue-grey Gnatcatcher,United States,"Mormon Pass, Sheep Range, Clark County, Nevada",36.6242,,2018-04-25,10:00,Bobby Wilcox,B,0:27,call,2026-02-19T14:32:45.582083
31114,Setophaga ruticilla,American Redstart,United States,"Michigan, Port Huron SGA ",43.0501,,2008-05-16,9:30,Allen T. Chartier,A,0:42,song,2026-02-19T14:32:47.409517
173315,Spatula discors,Blue-winged Teal,United States,"Orlando Wetlands, Christmas, Orange County, Florida",28.5785,,2014-03-23,11:09,Paul Marvin,A,0:05,flight call,2026-02-19T14:32:49.261835
388165,Icterus galbula,Baltimore Oriole,Canada,"Marais Léon-Provancher, Portneuf, Québec",46.7179,,2017-05-20,08:56,Martin St-Michel,B,2:46,"call, song",2026-02-19T14:32:51.102241
51755,Scolopax minor,American Woodcock,United States,"Forks of the River, Knoxville, Tennessee",35.954,,2009-03-14,9:00pm,Mike Nelson,C,1:06,"song, song flight",2026-02-19T14:32:53.171443
253842,Coccyzus erythropthalmus,Black-billed Cuckoo,United States,Hisle Park,38.0695,,2015-06-25,09:30,Antonio Xeira,C,0:13,song,2026-02-19T14:32:55.021995
128249,Molothrus ater,Brown-headed Cowbird,United States,"Baton Rouge, East B. R. Parish, LA",30.4334,,2013-03-30,10:30,Dan Lane,B,0:13,call,2026-02-19T14:32:56.859936
180679,Setophaga nigrescens,Black-throated Grey Warbler,United States,"Dillon, Beaverhead County, Montana",45.2148,,2014-06-02,15:30,Jacob Socolar,B,0:48,song,2026-02-19T14:32:58.781258
278825,Cyanocitta cristata,Blue Jay,United States,"River Lakes Conservation Area near Viera, Brevard Co, Florida",28.229,,2015-09-12,08:33,Paul Marvin,A,1:41,call,2026-02-19T14:33:00.624682
298363,Botaurus lentiginosus,American Bittern,Canada,"Réserve nationale de faune du cap Tourmente, La Côte-de-Beaupré, Québec",47.069,,2015-05-17,09:01,Martin St-Michel,B,6:59,song,2026-02-19T14:33:02.457077
210761,Spizelloides arborea,American Tree Sparrow,United States,"trail off of Little Ollie Road, near Gunflint Trail (near  Grand Marais), Cook County, Minnesota",48.0317,,2014-10-25,12:09,Paul Marvin,B,0:50,"alarm call, flight call",2026-02-19T14:33:04.331079
361807,Hirundo rustica,Barn Swallow,Spain,"chiclana, cádiz, andalucía",36.4172,,2017-03-20,?,José Carlos Sires,A,1:22,"call, flight call, song",2026-02-19T14:33:06.302149
135284,Coccyzus erythropthalmus,Black-billed Cuckoo,United States,"Maynard, Middlesex, Massachusetts",42.4269,,2013-05-24,07:00,Gary W Thorburn,B,0:14,song,2026-02-19T14:33:08.103084
325696,Cyanocitta cristata,Blue Jay,United States,"Oyster Bay, Nassau, New York",40.8708,,2016-04-09,09:00,Albert Lastukhin &amp; Max Lastukhin ,A,0:44,call,2026-02-19T14:33:10.065120
383434,Strix varia,Barred Owl,Canada,"British Columbia: Galley Bay, Desolation Sound",50.074,,2017-08-08,05:35,Niels Krabbe,B,2:18,duet,2026-02-19T14:33:11.852692
114081,Pica hudsonia,Black-billed Magpie,United States,"Lee Martinez Park, Fort Collins, Larimer Cty., Colorado",40.596,,2012-04-10,07:40,Eric DeFonso,B,0:16,call,2026-02-19T14:33:13.704459
101614,Icterus galbula,Baltimore Oriole,United States,"Powderhorn Park, Minneapolis, Hennepin, Minnesota",44.942,,2012-05-21,06:30,Jonathon Jongsma,B,0:35,song,2026-02-19T14:33:15.501118
328716,Setophaga virens,Black-throated Green Warbler,Canada,"Seal Island, Yarmouth County, Nova Scotia",43.4064,,2016-06-05,09:25,Lucas Berrigan,B,0:42,"call, song",2026-02-19T14:33:17.421478
324488,Recurvirostra americana,American Avocet,United States,"north end of Garst Rd, Calipatria, Imperial County, California",33.2016,,2015-04-27,15:20,Paul Marvin,B,0:09,flight call,2026-02-19T14:33:19.334644
325659,Spinus tristis,American Goldfinch,United States,"Dover, Kent County, Delaware",39.1742,,2016-07-04,13:00,Jerald R,B,0:35,call,2026-02-19T14:33:21.155147
383881,Recurvirostra americana,American Avocet,Mexico,"Sitio Ramsar Río San Pedro-Meoqui, Meoqui Municipality, Chihuahua",28.2592,,2012-05-26,09:30,fernando mondaca fernandez,A,0:25,alarm call,2026-02-19T14:33:23.100586
313679,Spinus tristis,American Goldfinch,United States,"Marsh View, Oakland County, Michigan",42.7721,,2016-04-15,10:00,Antonio Xeira,B,0:13,call,2026-02-19T14:33:25.032752
394310,Poecile atricapillus,Black-capped Chickadee,Canada,"Ottawa, Ottawa Division, Ontario",45.3698,,2017-11-26,09:00,Dan Minor,B,6:48,"alarm call, call, gargle",2026-02-19T14:33:27.012229
167817,Mniotilta varia,Black-and-white Warbler,United States,"West Lake, Everglades National Park, Florida",25.2138,,2014-02-07,11:18,Paul Marvin,A,6:47,call,2026-02-19T14:33:28.866644
429266,Spinus tristis,American Goldfinch,United States,"Sherburne NWR, Sherburne, Minnesota",45.524,,2018-07-29,11:13,Greg Irving,A,0:48,song,2026-02-19T14:33:30.747033
344095,Hirundo rustica,Barn Swallow,Poland,"Dobarz, BIebrza",53.3662,,2011-05-24,07:00,Tero Linjama,B,0:17,song,2026-02-19T14:33:33.021127
197638,Buteo platypterus,Broad-winged Hawk,El Salvador,"Mejicanos, San Salvador, San Salvador",13.7333,,2013-01-11,10:00,Guillermo Funes,B,0:03,call,2026-02-19T14:33:34.856765
388685,Corvus brachyrhynchos,American Crow,United States,"Kinross Charter Township, Chippewa County, Michigan",46.2909,,2016-04-29,13:00,Antonio Xeira,A,0:10,call,2026-02-19T14:33:36.781278
321730,Selasphorus platycercus,Broad-tailed Hummingbird,United States,"Heliograph Peak, Pinaleno Mtns, Graham County, Arizona",32.6531,,2015-06-03,16:10,Richard E. Webster,A,0:14,call,2026-02-19T14:33:38.623556
99571,Recurvirostra americana,American Avocet,United States,"Palo Alto Baylands, Santa Clara, California",37.46,,2012-04-21,07:42,Jonathon Jongsma,A,0:12,alarm call,2026-02-19T14:33:40.531014
141214,Mniotilta varia,Black-and-white Warbler,United States,"Glassboro WMA, NJ",39.7028,,2012-06-09,05:14,Paul Driver,B,0:43,"song, extended song",2026-02-19T14:33:42.380715
210732,Spinus tristis,American Goldfinch,United States,"Park Point area, Duluth, Minnesota",46.7161,,2014-10-24,09:51,Paul Marvin,B,1:17,"call, flight call",2026-02-19T14:33:44.230805
270195,Passerina caerulea,Blue Grosbeak,United States,"Portal, Arizona",31.906,,2015-05-13,07:13,Richard E. Webster,A,2:25,song,2026-02-19T14:33:46.297152
358700,Psaltriparus minimus,American Bushtit,United States,"Colorado (near  Lafayette), Boulder County, Colorado",39.9936,,2017-03-10,12:11,Ted Floyd,A,0:04,call,2026-02-19T14:33:48.216151
375948,Riparia riparia,Sand Martin,Finland,"Ristiharju, Parikkala, South Karelia",61.5354,,2017-06-15,08:55,Eetu Paljakka,B,0:30,flight call,2026-02-19T14:33:49.981341
444624,Amphispiza bilineata,Black-throated Sparrow,United States,"s of Barstow, San Bernardino County, California",34.6877,,2018-03-07,08:38,Ed Pandolfino,A,0:31,song,2026-02-19T14:33:51.820968
357971,Megaceryle alcyon,Belted Kingfisher,United States,"Valley Forge National Historical Park, Montgomery County, Pennsylvania",40.0975,,2017-01-16,13:58,Thomas Magarian,C,0:18,call,2026-02-19T14:33:53.741316
493365,Certhia americana,Brown Creeper,United States,"San Simon, Cochise County, Arizona",31.8774,,2019-08-17,05:30,Phoenix Birder,D,1:01,"call, song",2026-02-19T14:33:55.657207
139603,Poecile atricapillus,Black-capped Chickadee,United States,"Appalachian Trail, near New Found Gap, Sevier, Tennessee",35.6151,,2013-06-23,08:30,Mike Nelson,C,0:24,song,2026-02-19T14:33:57.811098
216663,Amphispiza bilineata,Black-throated Sparrow,United States,"Colorado National Monument (near  Grand Junction), Mesa County, Colorado",39.0355,,2009-04-18,11:00,Dan Lane,B,0:40,song,2026-02-19T14:33:59.738106
448778,Calypte anna,Anna's Hummingbird,United States,"Tijuana Slough NWR, trail from south end of 5th street, Imperial Beach, California",32.564,,2018-10-31,08:21,Paul Marvin,A,2:22,song,2026-02-19T14:34:01.471057
497300,Amphispiza bilineata,Black-throated Sparrow,United States,"Maricopa County, Arizona",32.738,,2019-09-14,08:18,Phoenix Birder,A,4:41,call,2026-02-19T14:34:03.551453
133794,Setophaga virens,Black-throated Green Warbler,United States,"Garret Mountain Reservation, Passaic Co., NJ",40.899,,2013-05-15,10:00,Dan Lane,B,0:40,"call, song",2026-02-19T14:34:05.589606
425583,Setophaga caerulescens,Black-throated Blue Warbler,United States,"Caroline (near  Brooktondale), Tompkins County, New York",42.3223,,2018-06-29,08:00,Meena Haribal,B,1:41,song,2026-02-19T14:34:07.514706
315704,Setophaga virens,Black-throated Green Warbler,United States,"Lowden-Miller State Forest, Ogle County, Illinois",41.9625,,2016-05-07,09:07,Matt Wistrand,B,0:58,song,2026-02-19T14:34:09.636708
122814,Myiarchus cinerascens,Ash-throated Flycatcher,United States,"San Simon Cienega, Cochise County, Arizona",32.084,,2012-07-28,07:52,Richard E. Webster,A,1:38,"call, contact calls of family group",2026-02-19T14:34:11.379787
167820,Cyanocitta cristata,Blue Jay,United States,"Oak Hammock Trail, Merritt Island NWR, Brevard County, Florida",28.6456,,2014-02-11,08:38,Paul Marvin,A,1:13,"call, flight call",2026-02-19T14:34:13.181034
321212,Hirundo rustica,Barn Swallow,Netherlands,"Haarlo, Berkelland, Gelderland",52.1153,,2016-06-12,09:00,Ad Postma,A,2:46,song,2026-02-19T14:34:14.962731
338204,Pheucticus melanocephalus,Black-headed Grosbeak,United States,"Spencer Island, Everett, Snohomish County, Washington",47.9931,,2015-05-31,10:00,Bruce Lagerquist,A,2:25,song,2026-02-19T14:34:17.820848
503144,Megaceryle alcyon,Belted Kingfisher,United States,"Ernest Oros Nature Preserve, Avenel, New Jersey",40.5874,,2019-10-19,07:30,William Whitehead,C,0:49,song,2026-02-19T14:34:19.742113
315295,Polioptila caerulea,Blue-grey Gnatcatcher,United States,"Cranberry Lake Park, Oakland County, Michigan",42.7865,,2016-05-03,11:00,Antonio Xeira,B,0:25,call,2026-02-19T14:34:21.493349
267948,Molothrus ater,Brown-headed Cowbird,United States,"Portal, Arizona",31.906,,2015-06-15,07:15,Richard E. Webster,B,0:51,song,2026-02-19T14:34:23.343232
321389,Poecile atricapillus,Black-capped Chickadee,United States,"Fort Collins, Larimer County, Colorado",40.591,,2016-06-10,14:00,Nick Komar,B,0:31,"song, unusual song type",2026-02-19T14:34:25.142114
490386,Riparia riparia,Sand Martin,Poland,"Gmina Ustrzyki Dolne (near  Brzegi Dolne), bieszczadzki, Województwo podkarpackie",49.4452,,2019-08-03,01:17,Ireneusz Oleksik,B,0:05,"flight call, ?",2026-02-19T14:34:27.187110
141897,Buteo platypterus,Broad-winged Hawk,United States,"Marsh Creek State Park, Chester, Pennsylvania",40.0631,,2013-07-07,08:30,Amy Davis,B,0:06,call,2026-02-19T14:34:28.954756
158534,Setophaga nigrescens,Black-throated Grey Warbler,Canada,"Francis-King Park, Vancouver Island, British Columbia",48.4904,,2011-06-17,09:00,Ian Cruickshank,B,0:02,song,2026-02-19T14:34:30.930641
501259,Certhia americana,Brown Creeper,United States,"Locust Spring, Blue Grass, Highland County, Virginia",38.5856,,2017-06-03,12:55,Jacob Saucier,A,0:30,song,2026-02-19T14:34:32.804864
122807,Myiarchus cinerascens,Ash-throated Flycatcher,United States,"East Turkey Creek outflow, Chiricahua Mountains, Cochise County, Arizona",31.988,,2010-05-13,06:49,Richard E. Webster,B,0:06,call,2026-02-19T14:34:34.848947
111040,Anthus rubescens,Buff-bellied Pipit,United States,"Minnesota Valley NWR, Bass Ponds, Hennepin, Minnesota",44.84,,2012-10-13,08:12,Jonathon Jongsma,B,0:33,call,2026-02-19T14:34:37.181334
315299,Spinus tristis,American Goldfinch,United States,"Silverbrook, Rochester Hills, Oakland County, Michigan",42.7281,,2016-05-02,12:00,Antonio Xeira,A,0:27,song,2026-02-19T14:34:40.021194
460987,Corvus brachyrhynchos,American Crow,United States,"DeRuyter (near  Georgetown), Madison County, New York",42.7922,,2019-03-09,08:30,Meena Haribal,A,0:39,call,2026-02-19T14:34:41.721088
482163,Spizella breweri,Brewer's Sparrow,United States,"FR74, Elko County, Nevada",41.7907,,2019-06-12,04:49,Ed Pandolfino,A,2:20,song,2026-02-19T14:34:43.490940
233341,Pheucticus melanocephalus,Black-headed Grosbeak,Mexico,Parque Estatal Cerro Punhuato,19.699,,2012-06-12,11:30,Elvis Herrera Rodríguez,A,0:25,call,2026-02-19T14:34:45.249729
137714,Polioptila caerulea,Blue-grey Gnatcatcher,United States,"Murphy-Hanrehan Park Reserve, Dakota, Minnesota",44.707,,2013-06-08,05:18,Jonathon Jongsma,A,4:43,call,2026-02-19T14:34:47.047914
132243,Calypte anna,Anna's Hummingbird,United States,"Portal, Arizona",31.906,,2012-08-21,16:38,Richard E. Webster,B,0:08,call,2026-02-19T14:34:52.948594
138085,Spizella breweri,Brewer's Sparrow,United States,"Big Springs Road, Alpine, California",38.6841,,2013-06-09,04:30,Ken Schneider,A,1:43,"call, song",2026-02-19T14:34:54.790957
147288,Amphispiza bilineata,Black-throated Sparrow,United States,"Borrego Sink, Borrego Springs, San Diego County, California",33.2253,,2013-03-21,07:38,Paul Marvin,A,2:58,song,2026-02-19T14:34:56.609041
420002,Pheucticus melanocephalus,Black-headed Grosbeak,Mexico,"Parque las maravillas, Topilejo",19.1466,,2018-06-10,08:00,Manuel Grosselet,A,0:45,song,2026-02-19T14:34:58.458285
341228,Pheucticus melanocephalus,Black-headed Grosbeak,Mexico,Mex DF entrance Desierto de los Leones,19.32,,2016-11-01,08:00,Manuel Grosselet,B,0:13,call,2026-02-19T14:35:00.309925
304931,Riparia riparia,Sand Martin,United States,"Cheyenne Bottoms, Barton County, Kansas",38.4716,,2015-05-24,14:58,Paul Marvin,B,0:12,flight call,2026-02-19T14:35:02.223190
477812,Molothrus ater,Brown-headed Cowbird,United States,"Dayton, Nevada",39.1028,,2019-05-27,11:00,Bobby Wilcox,A,0:42,song,2026-02-19T14:35:04.139097
172915,Setophaga fusca,Blackburnian Warbler,United States,"Cutler Coast Unit Preserve, Cutler, Washington County, Maine",44.6967,,2012-05-23,11:57,Paul Marvin,A,4:03,song,2026-02-19T14:35:05.998719
374840,Poecile atricapillus,Black-capped Chickadee,United States,"River Park Drive, Grayling, Crawford County, Michigan",44.7119,,2017-06-06,06:30,Scott Gravette,A,1:44,call,2026-02-19T14:35:07.904710
497429,Polioptila caerulea,Blue-grey Gnatcatcher,United States,"Mesa, Maricopa County, Arizona",33.5143,,2019-09-13,17:00,Phoenix Birder,A,1:28,call,2026-02-19T14:35:10.621469
193134,Setophaga ruticilla,American Redstart,Canada,"Tyhee Lake Provincial Park, near Telkwa, British Columbia",54.7089,,2014-06-22,06:19,Richard E. Webster,A,0:42,song,2026-02-19T14:35:13.158262
177057,Setophaga virens,Black-throated Green Warbler,United States,"Sharp's Ridge Memorial Park, Knoxville, Tennessee",36.0008,,2014-05-03,09:30,Mike Nelson,B,0:14,song,2026-02-19T14:35:15.035062
192056,Sayornis nigricans,Black Phoebe,United States,"Monument Rd and nearby trails, Tijuana River Valley, San Diego, California",32.5458,,2012-10-23,08:28,Paul Marvin,B,0:46,call,2026-02-19T14:35:16.806619
255824,Spizella breweri,Brewer's Sparrow,Canada,"Waterton Lakes National Park - Stoney Flats, Alberta",49.074,,2015-06-18,08:00,Ian Cruickshank,B,2:45,song,2026-02-19T14:35:18.795510
278925,Dolichonyx oryzivorus,Bobolink,United States,"River Lakes Conservation Area near Viera, Brevard Co, Florida",28.229,,2015-09-12,08:38,Paul Marvin,B,0:33,flight call,2026-02-19T14:35:20.631333
241646,Empidonax alnorum,Alder Flycatcher,Honduras,"Bosque seco en Ruta 853, Francisco Morazán, HN",14.1763,,2015-05-09,15:30,Carlos Funes,B,0:21,call,2026-02-19T14:35:22.622722
130510,Polioptila caerulea,Blue-grey Gnatcatcher,United States,"Dry Tortugas National Park, Florida",24.6279,,2013-04-06,07:00,Mike Nelson,B,0:33,song,2026-02-19T14:35:24.375519
421303,Setophaga fusca,Blackburnian Warbler,United States,"New York: Arnot Forest--Irish Hill, 2.6 km E Cayuta",42.2771,,2018-06-12,07:30,GABRIEL LEITE,B,0:56,song,2026-02-19T14:35:26.483325
158517,Chroicocephalus philadelphia,Bonaparte's Gull,Canada,"East Sooke Park, Vancouver Island British Columbia",48.3291,,2011-10-14,10:00,Ian Cruickshank,B,3:25,call,2026-02-19T14:35:28.321443
457137,Artemisiospiza belli,Bell's Sparrow,United States,"Upper Big Tujunga Canyon Road mile 2.5, San Gabriel Mountains, Los Angeles County, California",34.3148,,2019-02-16,10:15,Lance A. M. Benner,B,0:43,call,2026-02-19T14:35:30.150791
329040,Icterus galbula,Baltimore Oriole,United States,"Draper Twin Lake Park, Oakland County, Michigan",42.7646,,2016-06-22,08:00,Antonio Xeira,A,0:18,call,2026-02-19T14:35:32.389367
447012,Strix varia,Barred Owl,United States,"Suches, Fannin County, Georgia",34.766,,2018-11-01,20:30,Michael &amp; Katie LaTour,C,1:02,"alarm call, call, duet, song, caterwaul",2026-02-19T14:35:34.231192
177191,Icterus bullockii,Bullock's Oriole,United States,"El Monte Rd, Lakeside, San Diego Co, California",32.884,,2011-06-11,06:46,Paul Marvin,B,2:27,"call, song",2026-02-19T14:35:35.987896
451238,Psaltriparus minimus,American Bushtit,United States,"Balboa Park, northwest, San Diego, California",32.7397,,2018-01-04,10:58,Paul Marvin,B,0:46,call,2026-02-19T14:35:37.842904
353539,Calidris bairdii,Baird's Sandpiper,Bolivia,"Cerro Tunari, Cochabamba",-17.2848,,2016-09-11,15:00,Guy Kirwan,B,0:15,flight call,2026-02-19T14:35:39.643888
430726,Strix varia,Barred Owl,United States,"Kissimmee Prairie State Preserve, Okeechobee County, Florida",27.5677,,2018-04-26,19:30,Bruce Lagerquist,B,2:17,duet,2026-02-19T14:35:41.890560
391157,Setophaga ruticilla,American Redstart,United States,"Tawas Point, Michigan",44.2486,,2016-05-21,?,Antonio Xeira,A,0:31,song,2026-02-19T14:35:43.782182
155357,Pica hudsonia,Black-billed Magpie,Canada,"Wood Buffalo (near  Fort McMurray), Division No. 16, Alberta",56.7264,,2013-06-07,06:00,Dugan Maynard,C,0:12,call,2026-02-19T14:35:45.763028
406251,Empidonax alnorum,Alder Flycatcher,United States,"Potter Marsh, Anchorage, Alaska",61.0776,,2017-06-16,09:33,Patrik Åberg,B,0:45,song,2026-02-19T14:35:47.681104
133923,Scolopax minor,American Woodcock,United States,"Cannon River Wilderness Area, Rice, Minnesota",44.385,,2013-05-16,21:08,Jonathon Jongsma,B,5:04,"flight call, song",2026-02-19T14:35:50.288939
393299,Corvus brachyrhynchos,American Crow,United States,Bosque del Apache NWR,33.839,,2017-11-03,6:50,Thomas G. Graves,A,1:51,call,2026-02-19T14:35:53.112772
451864,Strix varia,Barred Owl,United States,"River Lakes Conservation Area near Viera, Brevard Co, Florida",28.229,,2018-05-31,07:54,Paul Marvin,B,1:25,call,2026-02-19T14:35:54.970927
155441,Corvus brachyrhynchos,American Crow,United States,"Powderhorn Park, Minneapolis, Hennepin, Minnesota",44.942,,2013-11-18,14:15,Jonathon Jongsma,A,3:49,call,2026-02-19T14:35:56.906273
301714,Scolopax minor,American Woodcock,United States,"Knoxville, Knox County, Tennessee",35.9579,,2016-01-29,18:00,Bates Estabrooks,B,0:23,call,2026-02-19T14:35:58.872467
394529,Setophaga virens,Black-throated Green Warbler,Canada,"Forêt Montmorency, La Côte-de-Beaupré, Québec",47.3197,,2017-06-25,09:39,Martin St-Michel,A,0:43,song,2026-02-19T14:36:00.725119
482868,Myiarchus cinerascens,Ash-throated Flycatcher,United States,"Mission Trails Regional Park (from visitor center to Old Mission Dam area), San Diego, California",32.8321,,2019-06-22,05:08,Paul Marvin,A,1:52,dawn song,2026-02-19T14:36:02.721399
132864,Turdus migratorius,American Robin,United States,"Lake Bemidji State Park, Beltrami, Minnesota",47.5392,,2013-05-05,20:11,Jonathon Jongsma,A,3:27,"call, song",2026-02-19T14:36:04.642043
188668,Spizella breweri,Brewer's Sparrow,United States,"Gold Basin Creek, Gunnison Co., Colorado",38.442,,2012-07-05,06:30,Andrew Spencer,A,0:35,call,2026-02-19T14:36:06.504797
233343,Pheucticus melanocephalus,Black-headed Grosbeak,Mexico,Parque Estatal Cerro Punhuato,19.699,,2012-06-12,11:30,Elvis Herrera Rodríguez,B,0:21,call,2026-02-19T14:36:08.392274
413556,Strix varia,Barred Owl,United States,"Dixie Way, Scottsmoor area, Brevard County, Florida",28.7664,,2018-05-02,06:29,Paul Marvin,B,3:40,begging call,2026-02-19T14:36:10.243062
170239,Myiarchus cinerascens,Ash-throated Flycatcher,Mexico,"Ursulo Galvan, Nayarit",20.9468,,2013-12-18,09:09,Steve Gellman,A,0:18,"call, song, notes: rasp-roll and whistle",2026-02-19T14:36:12.314416
51866,Setophaga caerulescens,Black-throated Blue Warbler,United States,"Cherohala Skyway, Monroe County, Tennessee",35.3576,,2009-06-14,9:30am,Mike Nelson,C,0:07,song,2026-02-19T14:36:14.153185
177089,Setophaga virens,Black-throated Green Warbler,United States,"Knoxville, Tennessee",35.8589,,2014-05-02,08:30,Mike Nelson,B,0:41,song,2026-02-19T14:36:16.397107
395154,Anthus rubescens,Buff-bellied Pipit,Israel,"Emek HaMayanot, Israel, North District",32.4459,,2017-12-01,10:00,Yosef Kiat,B,0:01,flight call,2026-02-19T14:36:18.389726
326272,Thryomanes bewickii,Bewick's Wren,United States,"Upper Madera Canyon, Santa Cruz County, Arizona",31.7304,,2016-07-02,17:00,Nick Komar,A,0:17,song,2026-02-19T14:36:20.323071
172875,Corvus brachyrhynchos,American Crow,United States,"Hollenbeck Canyon Trail, Jamul, San Diego County, California",32.6809,,2012-03-24,08:40,Paul Marvin,A,0:49,call,2026-02-19T14:36:22.278694
244459,Empidonax alnorum,Alder Flycatcher,United States,"Elkins Park, PA",40.0626,,2015-05-21,07:15,Paul Driver,B,0:33,"call, song, zweeoo call",2026-02-19T14:36:24.170722
294255,Empidonax alnorum,Alder Flycatcher,Canada,"Stoneham-et-Tewkesbury, La Jacques-Cartier, Québec",47.0655,,2015-07-25,08:02,Martin St-Michel,B,0:51,call,2026-02-19T14:36:26.037105
125579,Artemisiospiza belli,Bell's Sparrow,United States,"Lake Hodges, San Diego, California",33.0523,,1997-03-29,?,Richard E. Webster,A,0:04,tick series,2026-02-19T14:36:27.918573
428425,Spinus tristis,American Goldfinch,United States,"Glacial Lakes State Park, Pope County, Minnesota",45.5295,,2018-07-24,06:12,Jonathon Jongsma,A,1:16,song,2026-02-19T14:36:30.481151
188177,Buteo platypterus,Broad-winged Hawk,Colombia,"Libano, Tolima",4.9087,,2013-12-12,15:30,Jeisson Poveda,B,0:45,call,2026-02-19T14:36:32.481699
59938,Setophaga caerulescens,Black-throated Blue Warbler,United States,"Cherohala Skyway, Grassy Gap, Cherokee National Forest, Tennessee",35.3572,,2010-08-01,2:00pm,Mike Nelson,B,0:02,song,2026-02-19T14:36:34.310277
