recording_id,scientific_name,genus,species,subspecies,english_name,call_type,sex,life_stage,duration_seconds,date,time,country,location,latitude,longitude,altitude,quality,recordist,license,remarks,background_species,status
XC124590,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,0,1997-04-20,09:30,,Rating,32.8401,-117.0437,90,E,mix of kips and ka-beers,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,mix of kips and ka-beers,Song Sparrow Melospiza melodia,success
XC124591,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,0,1995-07-08,,,Rating,32.8401,-117.0437,90,E,variety of calls,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,variety of calls,Common Yellowthroat Geothlypis trichas,success
XC124593,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,0,1995-06-25,,,Rating,36.1377,-118.0209,1500,E,kip and ka-beer calls,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,kip and ka-beer calls,Spotted Towhee Pipilo maculatus,success
XC124595,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,0,2001-05-13,08:00,,Rating,32.7231,-116.9473,90,E,variety of calls,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,variety of calls,Yellow-breasted Chat Icteria virens,success
XC124992,Sayornis nigricans,Sayornis,nigricans,,Black Phoebe,dawn song,,,0,2000-04-16,6:00,,Rating,32.7132,-117.242,90,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC125090,Amphispiza bilineata,Amphispiza,bilineata,,Black-throated Sparrow,song,,,0,1997-04-16,,,Rating,32.952,-116.3035,400,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Nashville Warbler Leiothlypis ruficapilla,success
XC125091,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,call,,,0,2001-05-22,07:55,,Rating,34.2549,-116.7111,2000,E,"note all the high tick series, almost inaudible without amplification, at two intervals, e.g. 0:35 to 0:46",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"note all the high tick series, almost inaudible without amplification, at two intervals, e.g. 0:35 to 0:46",Scott's Oriole Icterus parisorum,success
XC125093,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,call,,,0,2001-05-22,08:10,,Rating,34.2549,-116.7111,2000,E,the 'simple song' of Brewer's Sparrow,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,the 'simple song' of Brewer's Sparrow,Steller's Jay Cyanocitta stelleri,success
XC125094,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0,2001-05-22,07:00,,Rating,34.2549,-116.7111,2000,E,the 'simple song' of Brewer's Sparrow; 2nd recording of this individual (different individual recorded later),Creative Commons Attribution-NonCommercial-ShareAlike 3.0,the 'simple song' of Brewer's Sparrow; 2nd recording of this individual (different individual recorded later),Hepatic Tanager Piranga hepatica,success
XC125095,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0,1995-07-03,,,Rating,37.7976,-118.6931,2300,E,"noted as being at ""dawn"" but no precise hour; irritating Green-tailed Towhee",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"noted as being at ""dawn"" but no precise hour; irritating Green-tailed Towhee",Green-tailed Towhee Pipilo chlorurus,success
XC125096,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,,,juvenile,0,1998-07-28,06:45,,Rating,36.548,-117.4878,2000,E,"adults and fledged juveniles present, not sure who is vocalizing",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"adults and fledged juveniles present, not sure who is vocalizing",Spotted Towhee Pipilo maculatus,success
XC125168,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0,1995-05-12,,,Rating,36.548,-117.4878,2300,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC125169,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0,2000-05-22,,,Rating,37.3851,-118.1804,3000,E,simple song; technically in Crooked Creek drainage,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,simple song; technically in Crooked Creek drainage,none,success
XC125171,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,call,,,0,2000-05-21,09:15,,Rating,36.548,-117.4878,2100,E,some wind problems in second half; includes some relatively audible seep calls,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,some wind problems in second half; includes some relatively audible seep calls,Spotted Towhee Pipilo maculatus,success
XC125173,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0,2001-05-22,07:30,,Rating,34.2549,-116.7111,2000,E,"several recordings in sequence/intervals hence shortened, but still some long intervals in which to enjoy House Finch; several full songs, some simple songs, and some interesting high sputters after 3:15 that are only faintly audible, but show up on the spectral display, much higher pitched than the complex songs",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"several recordings in sequence/intervals hence shortened, but still some long intervals in which to enjoy House Finch; several full songs, some simple songs, and some interesting high sputters after 3:15 that are only faintly audible, but show up on the spectral display, much higher pitched than the complex songs",Scott's Oriole Icterus parisorum,success
XC125176,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,call,,,0,2001-05-22,07:45,,Rating,34.2549,-116.7111,2000,E,"multiple recordings (divisions fairly obvious on spectral display) with multiple singing birds in the first recording; several complex songs, also a few seep calls, and some relatively loud = good recordings of a 'tick series' vocalization, e.g., at 1:05",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"multiple recordings (divisions fairly obvious on spectral display) with multiple singing birds in the first recording; several complex songs, also a few seep calls, and some relatively loud = good recordings of a 'tick series' vocalization, e.g., at 1:05",Pinyon Jay Gymnorhinus cyanocephalus,success
XC125178,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0,1998-05-17,,,Rating,34.24,-116.6484,1600,E,simple song,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,simple song,Pinyon Jay Gymnorhinus cyanocephalus,success
XC125207,Scolopax minor,Scolopax,minor,,American Woodcock,flight,,,0,2013-03-16,06:27,,Rating,40.1175,-75.0627,40,E,"Hayfield, peenting began at 6.14am, finished around 6.40am (sunrise 7.08am). At least seven birds.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Hayfield, peenting began at 6.14am, finished around 6.40am (sunrise 7.08am). At least seven birds.",none,success
XC125512,Setophaga ruticilla,Setophaga,ruticilla,,American Redstart,call,"male, female",,0,2013-03-11,15:00,,Rating,17.006,-89.721,320,E,"Female plumaged bird moving about mid canopy in open, dry forest.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Female plumaged bird moving about mid canopy in open, dry forest.",none,success
XC125540,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,0,2001-06-03,07:45,,Rating,34.186,-116.9004,1800,E,two cuts combined (pretty obvious where);,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,two cuts combined (pretty obvious where);,Bell's Sparrow Artemisiospiza belli,success
XC125542,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,0,1998-05-11,06:00,,Rating,36.548,-117.4878,1800,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC125544,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,0,1995-05-12,,,Rating,36.548,-117.4878,2000,E,I guess I was recording near some cows (the heavy breathing)!,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,I guess I was recording near some cows (the heavy breathing)!,Bell's Sparrow Artemisiospiza belli,success
XC125546,Sayornis nigricans,Sayornis,nigricans,,Black Phoebe,call,,,0,2013-03-08,18:00,,Rating,14.6948,-91.2806,1600,E,In flight from the dock to a tree in the water.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,In flight from the dock to a tree in the water.,none,success
XC125547,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,0,1999-05-20,05:30,,Rating,35.3809,-118.1124,1400,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Bell's Sparrow Artemisiospiza belli,success
XC125549,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,0,1997-03-20,07:00,,Rating,35.3809,-118.1124,1200,E,2nd recording of this individual,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2nd recording of this individual,Lesser Goldfinch Spinus psaltria,success
XC125550,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,0,1999-05-20,05:35,,Rating,35.3809,-118.1124,1400,E,2nd recording of this individual,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2nd recording of this individual,Bell's Sparrow Artemisiospiza belli,success
XC125553,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,0,1995-05-25,,,Rating,35.3809,-118.1124,1200,E,"recorded at ""mid-day""; wind problems",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"recorded at ""mid-day""; wind problems",none,success
XC125555,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,0,1995-04-09,,,Rating,33.0523,-117.0804,100,E,high pass filter on some of the freeway etc noise,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,high pass filter on some of the freeway etc noise,Red-winged Blackbird Agelaius phoeniceus,success
XC125556,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,0,1993-05-17,,,Rating,35.3809,-118.1124,900,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC125557,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,call,,,0,1995-04-09,,,Rating,33.0523,-117.0804,100,E,"3rd recording of this individual, and consists of two cuts in a row; includes some calls",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"3rd recording of this individual, and consists of two cuts in a row; includes some calls",Red-winged Blackbird Agelaius phoeniceus,success
XC125558,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,call,,,0,1995-04-09,,,Rating,33.0523,-117.0804,100,E,2nd recording of this individual;,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2nd recording of this individual;,Rufous-crowned Sparrow Aimophila ruficeps,success
XC125559,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,0,1994-05-20,,,Rating,34.1061,-116.9934,1100,E,three recordings in a row of the same bird,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,three recordings in a row of the same bird,Northern Raven Corvus corax,success
XC125560,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,0,1994-06-07,,,Rating,30.971,-115.74,200,E,from west of Meling Ranch,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,from west of Meling Ranch,none,success
XC125561,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,0,1995-06-24,,,Rating,36.548,-117.4878,1900,E,wind,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,wind,Bell's Sparrow Artemisiospiza belli,success
XC125564,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,0,1997-03-20,,,Rating,35.3809,-118.1124,1200,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Lesser Goldfinch Spinus psaltria,success
XC125567,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,0,2000-04-07,11:00,,Rating,31.9204,-116.0709,1100,E,from the Adenostoma zone a few kilometers south of Laguna Hanson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,from the Adenostoma zone a few kilometers south of Laguna Hanson,Northern Raven Corvus corax,success
XC125569,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,0,1995-04-09,11:00,,Rating,33.0523,-117.0804,100,E,Individual No 2,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Individual No 2,California Gnatcatcher Polioptila californica,success
XC125571,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,call,,,0,1997-03-29,,,Rating,33.0523,-117.0804,100,E,"three individuals involved, with one of two uphill eventually flying off with one that was downhill; 2nd recording of them",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"three individuals involved, with one of two uphill eventually flying off with one that was downhill; 2nd recording of them",Western Meadowlark Sturnella neglecta,success
XC125573,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,0,2001-06-03,07:50,,Rating,34.186,-116.9004,1800,E,"probably 2nd recording of this individual, which is counter-singing to another bird",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"probably 2nd recording of this individual, which is counter-singing to another bird",Bell's Sparrow Artemisiospiza belli,success
XC125576,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,call,,,0,1997-03-29,,,Rating,33.0523,-117.0804,100,E,some rather soft song or subsong; also ticks and tick series,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,some rather soft song or subsong; also ticks and tick series,California Towhee Melozone crissalis,success
XC125579,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,,,,0,1997-03-29,,,Rating,33.0523,-117.0804,100,E,"excerpted from another recording, and edited/amplified for educational purposes; rapid tick series, often used in interaction",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"excerpted from another recording, and edited/amplified for educational purposes; rapid tick series, often used in interaction",none,success
XC125581,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,,,,0,1997-03-29,,,Rating,33.0523,-117.0804,100,E,the second tick series was given in flight,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,the second tick series was given in flight,American Crow Corvus brachyrhynchos,success
XC125727,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0,2006-05-05,07:00,,Rating,34.2549,-116.7111,2000,E,2nd recording of this individual today,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2nd recording of this individual today,Scott's Oriole Icterus parisorum,success
XC125729,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0,2006-05-05,07:00,,Rating,34.2549,-116.7111,2000,E,1st recording of this individual today,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,1st recording of this individual today,Scott's Oriole Icterus parisorum,success
XC125844,Certhia americana,Certhia,americana,,Brown Creeper,song,,,0,2012-05-06,11:00,,Rating,44.3958,-73.2342,30,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC126022,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,call,,,0,2012-09-27,11:00,,Rating,29.3759,-95.6029,20,E,High pass filtering below 500 Hz,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,High pass filtering below 500 Hz,none,success
XC127371,Botaurus lentiginosus,Botaurus,lentiginosus,,American Bittern,song,,,0,2013-03-25,21:45,,Rating,48.461,-123.375,50,E,Note the rhythmic clicking preceding the pumping. No sound filtering.,Creative Commons Attribution-ShareAlike 3.0,Note the rhythmic clicking preceding the pumping. No sound filtering.,Dark-eyed Junco Junco hyemalis,success
XC127418,Falco sparverius,Falco,sparverius,,American Kestrel,call,,,0,2012-02-18,11:00,,Rating,-33.214,-70.9456,800,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC127600,Spinus tristis,Spinus,tristis,,American Goldfinch,song,,,0,2013-03-28,06:11,,Rating,44.942,-93.259,260,E,"Singing continuously from a tree in residential yard. Around 5:00, another goldfinch flew into the tree (~5m from the original bird), and the original bird switches from song to call for a while.",Creative Commons Attribution-ShareAlike 3.0,"Singing continuously from a tree in residential yard. Around 5:00, another goldfinch flew into the tree (~5m from the original bird), and the original bird switches from song to call for a while.
Recorded from about 10m using Olympus LS-10S and homemade parabolic reflector. Filtered low frequecies (below 2kHz) slightly for significant traffic / airplane noise.",American Crow Corvus brachyrhynchos,success
XC127999,Spizelloides arborea,Spizelloides,arborea,,American Tree Sparrow,call,,,0,2013-03-31,07:00,,Rating,44.8432,-93.3698,280,E,"Songs and calls from a wintering flock of 20-30 in a patch of scrub in oak savanna. This recording is comprised of several segments with slight breaks between them. Most of the time, the birds were calling, singing, and chasing eachother around the bushes. Occasionally small groups would make forays out into the grasses to forage, and then return.",Creative Commons Attribution-ShareAlike 3.0,"Songs and calls from a wintering flock of 20-30 in a patch of scrub in oak savanna. This recording is comprised of several segments with slight breaks between them. Most of the time, the birds were calling, singing, and chasing eachother around the bushes. Occasionally small groups would make forays out into the grasses to forage, and then return.
At approximately 8:36, a Northern Shrike appears. There's an alarm call from one of the sparrows and they all stop singing and dive into the thickest ",Song Sparrow Melospiza melodia,success
XC128001,Spizelloides arborea,Spizelloides,arborea,,American Tree Sparrow,song,,,0,2013-03-31,07:00,,Rating,44.8432,-93.3698,280,E,"In this track, most of the birds from the flock in XC127999 are out foraging in the grasses. Only a few birds are left behind and singing in the bushes, so it's possible to focus on just a single song at a time. Windy, cold, and overcast.",Creative Commons Attribution-ShareAlike 3.0,"In this track, most of the birds from the flock in XC127999 are out foraging in the grasses. Only a few birds are left behind and singing in the bushes, so it's possible to focus on just a single song at a time. Windy, cold, and overcast.
Filtered low frequencies slightly for wind, traffic, and airplane noise. Recorded with Olympus LS-10S and homemade parabolic reflector.",Northern Cardinal Cardinalis cardinalis,success
XC128002,Spizelloides arborea,Spizelloides,arborea,,American Tree Sparrow,call,,,0,2013-03-31,07:15,,Rating,44.8432,-93.3698,280,E,"More songs and calls from the same flock as XC127999, regrouping after the shrike attack. Windy, cold, and overcast.",Creative Commons Attribution-ShareAlike 3.0,"More songs and calls from the same flock as XC127999, regrouping after the shrike attack. Windy, cold, and overcast.
Filtered low frequencies slightly for wind, traffic, and airplane noise. Recorded with Olympus LS-10S and homemade parabolic reflector.",Northern Cardinal Cardinalis cardinalis,success
XC128099,Spizelloides arborea,Spizelloides,arborea,,American Tree Sparrow,call,,,0,2013-02-04,16:30,,Rating,41.1815,-73.8947,,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC128249,Molothrus ater,Molothrus,ater,,Brown-headed Cowbird,call,"male, female",,0,2013-03-30,10:30,,Rating,30.4334,-91.1667,20,E,Natural female sputter calls from two or three birds alighting in bare pecan tree with silent group of about 10 female Agelaius phoeniceus in suburban neighborhood.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Natural female sputter calls from two or three birds alighting in bare pecan tree with silent group of about 10 female Agelaius phoeniceus in suburban neighborhood.,American Robin Turdus migratorius,success
XC128490,Turdus migratorius,Turdus,migratorius,,American Robin,song,,,0,2013-04-03,06:22,,Rating,43.0802,-96.1643,440,E,Singing before dawn from a maple tree at the edge of a parking lot.,Creative Commons Attribution-ShareAlike 3.0,"Singing before dawn from a maple tree at the edge of a parking lot.
Recorded with Olympus LS-10S and Sennheiser ME66.",none,success
XC128705,Spizelloides arborea,Spizelloides,arborea,,American Tree Sparrow,song,,,0,2013-04-03,11:09,,Rating,41.5359,-96.0339,300,E,"Singing from relatively dense (but still leafless) scrub along refuge roadway. Unseen bird, ID courtesy of Nathan Pieplow and Dan Lane in the forum. Harris's Sparrow was also present nearby.",Creative Commons Attribution-ShareAlike 3.0,"Singing from relatively dense (but still leafless) scrub along refuge roadway. Unseen bird, ID courtesy of Nathan Pieplow and Dan Lane in the forum. Harris's Sparrow was also present nearby.",Red-winged Blackbird Agelaius phoeniceus,success
XC128942,Icterus bullockii,Icterus,bullockii,,Bullock's Oriole,song,,,0,2013-04-07,7:47,,Rating,35.329,-120.4782,400,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,American Crow Corvus brachyrhynchos,success
XC129225,Scolopax minor,Scolopax,minor,,American Woodcock,,,,0,2013-04-08,19:45,,Rating,44.431,-73.1481,100,E,decent recording except for the highway noise and the barking dog in the background.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,decent recording except for the highway noise and the barking dog in the background.,.,success
XC129313,Setophaga virens,Setophaga,virens,,Black-throated Green Warbler,song,,,0,2013-04-09,07:00,,Rating,13.8684,-89.8563,1200,E,The BTGW was in a small flock of tenesse warbler (3) and a magnolia warbler. This recording was registered in a shaded coffee plantation.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,The BTGW was in a small flock of tenesse warbler (3) and a magnolia warbler. This recording was registered in a shaded coffee plantation.,Melodious Blackbird Dives dives,success
XC129386,Buteo platypterus,Buteo,platypterus,,Broad-winged Hawk,call,,,0,2012-02-07,11:30,,Rating,9.7031,-69.6048,1800,E,Bird photographed.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Bird photographed.,none,success
XC129387,Setophaga fusca,Setophaga,fusca,,Blackburnian Warbler,call,male,,0,2010-01-07,07:00,,Rating,5.716,-75.2583,2800,E,Ref OHM069A 0256. A male calls in Quercus forest. Natural Vocalization. About 20m to mic.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Ref OHM069A 0256. A male calls in Quercus forest. Natural Vocalization. About 20m to mic.,none,success
XC129650,Molothrus ater,Molothrus,ater,,Brown-headed Cowbird,call,,,0,2013-04-14,9:28,,Rating,35.0307,-120.6205,0,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,American Yellow Warbler Setophaga aestiva,success
XC129798,Turdus migratorius,Turdus,migratorius,,American Robin,song,,,0,2013-04-14,7:47,,Rating,35.0307,-120.6205,0,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Common Yellowthroat Geothlypis trichas,success
XC130058,Botaurus lentiginosus,Botaurus,lentiginosus,,American Bittern,flight,,,0,2013-04-15,00:00,,Rating,42.343,-76.3,420,E,The recording was made between 00:00 and 05:30 from a Nocturnal Flight Call Listening Station,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,The recording was made between 00:00 and 05:30 from a Nocturnal Flight Call Listening Station,none,success
XC130170,Buteo platypterus,Buteo,platypterus,,Broad-winged Hawk,flight,,,0,2007-11-19,09:40,,Rating,4.6717,-75.6283,1800,E,Ref: OHM007B 2150. Flying above the canopy Low Montane Forest. 50m to Mic. Natural Vocalization.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Ref: OHM007B 2150. Flying above the canopy Low Montane Forest. 50m to Mic. Natural Vocalization.,none,success
XC130499,Mniotilta varia,Mniotilta,varia,,Black-and-white Warbler,song,,,0,2013-04-08,08:30,,Rating,26.453,-82.1262,0,E,Incomplete song from a migrant in thick mangroves.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Incomplete song from a migrant in thick mangroves.
[img]",none,success
XC130500,Mniotilta varia,Mniotilta,varia,,Black-and-white Warbler,call,,,0,2013-04-08,08:30,,Rating,26.453,-82.1262,0,E,Call from a migrant in thick mangroves after playback of XC130499.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Call from a migrant in thick mangroves after playback of XC130499.
[img]",none,success
XC130507,Polioptila caerulea,Polioptila,caerulea,,Blue-grey Gnatcatcher,call,,,0,2013-04-05,11:30,,Rating,28.1918,-82.7214,0,E,Two birds moving through open woodland on the peninsula that juts into the lake.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Two birds moving through open woodland on the peninsula that juts into the lake.,none,success
XC130508,Polioptila caerulea,Polioptila,caerulea,,Blue-grey Gnatcatcher,call,,,0,2013-04-06,07:00,,Rating,28.1918,-82.7214,0,E,Unseen bird in the early morning calling from woodland next to the road.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Unseen bird in the early morning calling from woodland next to the road.,none,success
XC130510,Polioptila caerulea,Polioptila,caerulea,,Blue-grey Gnatcatcher,song,,,0,2013-04-06,07:00,,Rating,24.6279,-82.8728,0,E,Bird singing from one of the trees in the grounds of the fort.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Bird singing from one of the trees in the grounds of the fort.,none,success
XC130511,Polioptila caerulea,Polioptila,caerulea,,Blue-grey Gnatcatcher,call,,,0,2013-04-06,07:00,,Rating,24.6279,-82.8728,0,E,Bird singing from one of the trees in the grounds of the fort boat plane taking off in the background at the end.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Bird singing from one of the trees in the grounds of the fort boat plane taking off in the background at the end.,at the end.,success
XC130512,Polioptila caerulea,Polioptila,caerulea,,Blue-grey Gnatcatcher,call,,,0,2013-04-06,07:00,,Rating,24.6279,-82.8728,0,E,Bird singing from one of the trees in the grounds of the fort boat plane taking off in the background at the end.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Bird singing from one of the trees in the grounds of the fort boat plane taking off in the background at the end.,at the end.,success
XC130513,Spatula discors,Spatula,discors,,Blue-winged Teal,call,"male, female",,0,2013-04-12,11:30,,Rating,26.479,-80.143,10,E,"Female doing this soft, barking call which is a bit overshadowed by the Grackles but I could see as her whole body inflated each time she did this call.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Female doing this soft, barking call which is a bit overshadowed by the Grackles but I could see as her whole body inflated each time she did this call.
[img]",Boat-tailed Grackle Quiscalus major,success
XC130525,Toxostoma rufum,Toxostoma,rufum,,Brown Thrasher,song,,,0,2013-04-12,10:30,,Rating,26.1188,-80.2393,0,E,Bird singing next to the trail.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Bird singing next to the trail.,none,success
XC131093,Turdus migratorius,Turdus,migratorius,,American Robin,call,,,0,2013-04-20,06:38,,Rating,43.077,-96.17,440,E,Calls while perched on a fence in a residential yard around dawn.,Creative Commons Attribution-ShareAlike 3.0,"Calls while perched on a fence in a residential yard around dawn.
Recorded with homemade parabolic reflector and Olympus LS-10S. Filtered background noise below 1kHz.",noise below 1kHz.,success
XC131442,Calypte anna,Calypte,anna,,Anna's Hummingbird,song,,,0,2012-06-28,08:50,,Rating,34.1966,-118.1334,460,E,Short sample of song from a bird perched on a tree branch. Ambient street noise filtered out and signal amplified 10 dB.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Short sample of song from a bird perched on a tree branch. Ambient street noise filtered out and signal amplified 10 dB.,none,success
XC131445,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,call,,,0,2012-06-29,06:28,,Rating,34.1966,-118.1334,460,E,Typical caws from a nearby bird along the street. Recorded in residential area with ambient street noise filtered out below 150 Hz.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Typical caws from a nearby bird along the street. Recorded in residential area with ambient street noise filtered out below 150 Hz.,none,success
XC131447,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,call,,,0,2012-06-29,06:46,,Rating,34.1966,-118.1334,460,E,More extended sample of birds gathering for morning feeding on treetops. Recorded in residential backyard.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,More extended sample of birds gathering for morning feeding on treetops. Recorded in residential backyard.,Red-crowned Amazon Amazona viridigenalis,success
XC131452,Psaltriparus minimus,Psaltriparus,minimus,,American Bushtit,call,,,0,2012-06-29,11:00,,Rating,34.1301,-118.1138,200,E,Typical twitters among a cadre of roving birds in low heavy brush. Noise below 100 Hz filtered to remove wind and street noise.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Typical twitters among a cadre of roving birds in low heavy brush. Noise below 100 Hz filtered to remove wind and street noise.,Northern Mockingbird Mimus polyglottos,success
XC131462,Spatula discors,Spatula,discors,,Blue-winged Teal,flight,,,0,2013-04-21,00:00,,Rating,42.343,-76.3,420,E,Nocturnal flight call recording station. Recording began at midnight and stopped at 5 AM. This cut appears to be of a flock of Blue-winged Teal flying over the microphone sometime in the night.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Nocturnal flight call recording station. Recording began at midnight and stopped at 5 AM. This cut appears to be of a flock of Blue-winged Teal flying over the microphone sometime in the night.,none,success
