recording_id,scientific_name,genus,species,subspecies,english_name,call_type,sex,life_stage,duration_seconds,date,time,country,location,latitude,longitude,altitude,quality,quality_flag,description,license,remarks,background_species,local_file_path,file_exists,status
XC11722,Amphispiza bilineata,Amphispiza,bilineata,,Black-throated Sparrow,song,,,11.33,2006-07-20,14:00,,Rating,28.8434,-106.4112,1400.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC11722.wav,True,success
XC11847,Megaceryle alcyon,Megaceryle,alcyon,,Belted Kingfisher,flight,,,12.95,2007-03-23,,,Rating,42.1059,-83.3164,185.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Dark-eyed Junco Junco hyemalis,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC11847.wav,True,success
XC118749,Thryomanes bewickii,Thryomanes,bewickii,,Bewick's Wren,song,,,1.07,2013-01-12,08:00,,Rating,17.051,-96.514,1700.0,E,poor,Bird singing intermittently right by road.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Bird singing intermittently right by road.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC118749.wav,True,success
XC119593,Spizelloides arborea,Spizelloides,arborea,,American Tree Sparrow,song,,,3.87,2012-06-02,12:00,,Rating,62.3487,-152.4497,1000.0,E,poor,A rarely observed species at this sampling location.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"A rarely observed species at this sampling location.
(This song seems more similar to those from western Alaska than those of the interior. For comparison, contrast XC139595 - recorded near Nome - with XC139595, recorded in the central Alaska Range.)",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC119593.wav,True,success
XC120285,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,2.14,2013-01-26,10:36,,Rating,34.7917,-118.1308,700.0,E,poor,Recorded at the west entrance to the Piute Ponds along Avenue C. Noise from nearby highway 14 is also audible.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Recorded at the west entrance to the Piute Ponds along Avenue C. Noise from nearby highway 14 is also audible.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC120285.wav,True,success
XC120809,Setophaga fusca,Setophaga,fusca,,Blackburnian Warbler,call,,,41.06,2012-03-18,17:38,,Rating,-0.0523,-78.7764,1200.0,E,poor,song,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,song,Moustached Antpitta Grallaria alleni,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC120809.wav,True,success
XC120842,Calypte anna,Calypte,anna,,Anna's Hummingbird,call,male,,105.0,2012-12-23,10:15,,Rating,34.2815,-119.2406,90.0,E,poor,Songs and calls from a male defending a hummingbird feeder,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Songs and calls from a male defending a hummingbird feeder,Black Phoebe Sayornis nigricans,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC120842.wav,True,success
XC120843,Calypte anna,Calypte,anna,,Anna's Hummingbird,call,male,,114.07,2012-12-23,10:15,,Rating,34.2815,-119.2406,90.0,E,poor,"Songs and calls from a male defending a hummingbird feeder, second cut of this bird (XC120842)",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Songs and calls from a male defending a hummingbird feeder, second cut of this bird (XC120842)",Black Phoebe Sayornis nigricans,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC120843.wav,True,success
XC120844,Sayornis nigricans,Sayornis,nigricans,,Black Phoebe,call,,,56.54,2012-10-06,,,Rating,34.8,-114.522,140.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Abert's Towhee Melozone aberti,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC120844.wav,True,success
XC120855,Psaltriparus minimus,Psaltriparus,minimus,,American Bushtit,call,,,52.92,2012-12-27,09:00,,Rating,34.2815,-119.2406,90.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,California Towhee Melozone crissalis,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC120855.wav,True,success
XC120868,Coccyzus erythropthalmus,Coccyzus,erythropthalmus,,Black-billed Cuckoo,song,,,40.39,2012-05-20,17:00,,Rating,41.7563,-73.4518,120.0,E,poor,"Bird calling from tall trees in small clearing beside trail, next to Housatonic River.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Bird calling from tall trees in small clearing beside trail, next to Housatonic River.",American Yellow Warbler Setophaga aestiva,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC120868.wav,True,success
XC120878,Poecile atricapillus,Poecile,atricapillus,,Black-capped Chickadee,call,,,32.8,2013-02-02,08:51,,Rating,47.0655,-71.4145,380.0,E,poor,One of the three individuals foraging in a tree.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,One of the three individuals foraging in a tree.,Red-breasted Nuthatch Sitta canadensis,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC120878.wav,True,success
XC121042,Spizelloides arborea,Spizelloides,arborea,,American Tree Sparrow,call,,,125.11,2013-02-03,07:30,,Rating,44.8432,-93.3698,280.0,E,poor,a couple different call types from a small flock of approximately 5 sparrows in a thicket alongside restored prairie area. Presumably they were responding to my presence. Recording from 5-10m.,Creative Commons Attribution-ShareAlike 3.0,a couple different call types from a small flock of approximately 5 sparrows in a thicket alongside restored prairie area. Presumably they were responding to my presence. Recording from 5-10m.,American Crow Corvus brachyrhynchos,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC121042.wav,True,success
XC121043,Certhia americana,Certhia,americana,,Brown Creeper,call,,,18.46,2013-02-03,09:15,,Rating,44.84,-93.236,220.0,E,poor,A couple of call types from a bird foraging on a tree trunk about 10m away from me: the common wavering call note and some sharper chip calls.,Creative Commons Attribution-ShareAlike 3.0,"A couple of call types from a bird foraging on a tree trunk about 10m away from me: the common wavering call note and some sharper chip calls.
Same bird as XC121044, XC121045, XC121046.",White-breasted Nuthatch Sitta carolinensis,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC121043.wav,True,success
XC121044,Certhia americana,Certhia,americana,,Brown Creeper,call,,,18.42,2013-02-03,09:15,,Rating,44.84,-93.236,220.0,E,poor,A couple of call types from a bird foraging on a tree trunk about 10m away from me: the common wavering call note and some sharper chip calls.,Creative Commons Attribution-ShareAlike 3.0,"A couple of call types from a bird foraging on a tree trunk about 10m away from me: the common wavering call note and some sharper chip calls.
Same bird as XC121043, XC121045, XC121046.",White-breasted Nuthatch Sitta carolinensis,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC121044.wav,True,success
XC121045,Certhia americana,Certhia,americana,,Brown Creeper,flight,,,5.15,2013-02-03,09:15,,Rating,44.84,-93.236,220.0,E,poor,A series of sharp chip notes in fairly quick succession given while the bird was flying from high up on the tree trunk down to a lower location on the same trunk to begin his ascending foraging run again.,Creative Commons Attribution-ShareAlike 3.0,"A series of sharp chip notes in fairly quick succession given while the bird was flying from high up on the tree trunk down to a lower location on the same trunk to begin his ascending foraging run again.
Same bird as XC121043, XC121044, XC121046.",Black-capped Chickadee Poecile atricapillus,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC121045.wav,True,success
XC121046,Certhia americana,Certhia,americana,,Brown Creeper,call,,,24.11,2013-02-03,09:15,,Rating,44.84,-93.236,220.0,E,poor,Recording begins with a series of sharp chip notes in fairly quick succession given while the bird was flying from high up on the tree trunk down to a lower location on the same trunk to begin his ascending foraging run again. The wavering calls from about 0:04 to the end were given after landing at the lower level.,Creative Commons Attribution-ShareAlike 3.0,"Recording begins with a series of sharp chip notes in fairly quick succession given while the bird was flying from high up on the tree trunk down to a lower location on the same trunk to begin his ascending foraging run again. The wavering calls from about 0:04 to the end were given after landing at the lower level.
Same bird as XC121043, XC121044, XC121045.",Black-capped Chickadee Poecile atricapillus,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC121046.wav,True,success
XC121068,Poecile atricapillus,Poecile,atricapillus,,Black-capped Chickadee,call,,,34.77,2013-02-03,09:30,,Rating,44.84,-93.236,220.0,E,poor,Two individuals flitting about in the tree above my head.,Creative Commons Attribution-ShareAlike 3.0,Two individuals flitting about in the tree above my head.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC121068.wav,True,success
XC121396,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,call,,,65.04,2013-02-10,08:30,,Rating,44.942,-93.259,260.0,E,poor,A small group of crows (10-15) perched above me in a large cottonwood tree and screaming down at me. Periodically one or two would launch into the air and circle above me while calling. Several others flew in to join the scolding as time went by.,Creative Commons Attribution-ShareAlike 3.0,A small group of crows (10-15) perched above me in a large cottonwood tree and screaming down at me. Periodically one or two would launch into the air and circle above me while calling. Several others flew in to join the scolding as time went by.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC121396.wav,True,success
XC121435,Calypte anna,Calypte,anna,,Anna's Hummingbird,song,male,adult,24.81,2013-02-07,09:15,,Rating,34.285,-114.069,150.0,E,poor,Adult male singing from the top of a low shrub.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Adult male singing from the top of a low shrub.,Abert's Towhee Melozone aberti,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC121435.wav,True,success
XC122259,Vermivora cyanoptera,Vermivora,cyanoptera,,Blue-winged Warbler,song,,,54.21,2011-04-25,7:50,,Rating,41.3927,-73.9584,,E,poor,Noise from people partially filtered out.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Noise from people partially filtered out.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122259.wav,True,success
XC122442,Cyanocitta cristata,Cyanocitta,cristata,,Blue Jay,call,,,23.8,2013-02-09,10:00,,Rating,29.509,-98.657,280.0,E,poor,Some high-pass filtering.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Some high-pass filtering.,Golden-fronted Woodpecker Melanerpes aurifrons,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122442.wav,True,success
XC122453,Thryomanes bewickii,Thryomanes,bewickii,,Bewick's Wren,song,,,2.16,2012-05-04,15:17,,Rating,29.6374,-98.6288,360.0,E,poor,Single Song High Pass filtered @ 1.5K to remove traffic noise.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Single Song High Pass filtered @ 1.5K to remove traffic noise.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122453.wav,True,success
XC122455,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,23.74,2012-03-14,10:30,,Rating,29.8942,-98.6426,380.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Carolina Chickadee Poecile carolinensis,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122455.wav,True,success
XC122640,Certhia americana,Certhia,americana,,Brown Creeper,song,,,96.19,2013-02-17,11:30,,Rating,48.461,-123.375,50.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Pacific Wren Troglodytes pacificus,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122640.wav,True,success
XC122641,Certhia americana,Certhia,americana,,Brown Creeper,song,,,88.53,2013-02-21,12:00,,Rating,48.7763,-123.6844,60.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,American Crow Corvus brachyrhynchos,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122641.wav,True,success
XC122806,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,37.66,2009-05-17,08:09,,Rating,31.815,-109.06,1200.0,E,poor,"2nd recording of this individual; some feedback from power lines edited, some still in the recording",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"2nd recording of this individual; some feedback from power lines edited, some still in the recording",Gambel's Quail Callipepla gambelii,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122806.wav,True,success
XC122807,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,6.16,2010-05-13,06:49,,Rating,31.988,-109.171,1300.0,E,poor,"short recording, 2 standard calls, two other types of call",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"short recording, 2 standard calls, two other types of call",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122807.wav,True,success
XC122809,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,130.85,2011-06-10,06:38,,Rating,31.906,-109.1543,1400.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Acorn Woodpecker Melanerpes formicivorus,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122809.wav,True,success
XC122810,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,17.65,2011-07-12,06:45,,Rating,31.906,-109.1543,1400.0,E,poor,"kip call at start, interaction call series, isolated various calls toward end",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"kip call at start, interaction call series, isolated various calls toward end",Blue-throated Mountaingem Lampornis clemenciae,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122810.wav,True,success
XC122811,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,65.52,2009-05-17,08:08,,Rating,31.815,-109.06,1200.0,E,poor,song-type vocalizations interspersed with calls,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,song-type vocalizations interspersed with calls,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122811.wav,True,success
XC122812,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,211.82,2008-09-21,08:11,,Rating,32.084,-109.051,1100.0,E,poor,"two birds, with interactions calls a couple of times (context not understood), a variety of other calls; ""A"" moments, but also wind, flies, etc., those ""C"" moments even after a minor high pass filter",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"two birds, with interactions calls a couple of times (context not understood), a variety of other calls; ""A"" moments, but also wind, flies, etc., those ""C"" moments even after a minor high pass filter",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122812.wav,True,success
XC122813,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,juvenile,176.64,2012-07-28,07:59,,Rating,32.084,-109.051,1100.0,E,poor,"2nd recording of this family group, involving the adults and two or three fledged juveniles in fairly close proximity to each other, so generally some form of contact call and/or imprinting social life vocalizations",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"2nd recording of this family group, involving the adults and two or three fledged juveniles in fairly close proximity to each other, so generally some form of contact call and/or imprinting social life vocalizations",Abert's Towhee Melozone aberti,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122813.wav,True,success
XC122814,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,juvenile,98.53,2012-07-28,07:52,,Rating,32.084,-109.051,1100.0,E,poor,"3rd recording of this family group, involving the adults and two or three fledged juveniles in fairly close proximity to each other, so generally some form of contact call and/or imprinting social life vocalizations; I probably messed up when labelling these 2nd vs. 3rd; in any case, there are six recordings of this group for gluttons for punishment, and I doubt exact order matters",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"3rd recording of this family group, involving the adults and two or three fledged juveniles in fairly close proximity to each other, so generally some form of contact call and/or imprinting social life vocalizations; I probably messed up when labelling these 2nd vs. 3rd; in any case, there are six recordings of this group for gluttons for punishment, and I doubt exact order matters",American Yellow Warbler Setophaga aestiva,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122814.wav,True,success
XC122815,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,juvenile,88.4,2012-07-28,08:05,,Rating,32.084,-109.051,1100.0,E,poor,"4th recording of this family group, involving the adults and two or three fledged juveniles in fairly close proximity to each other, so generally some form of contact call and/or imprinting social life vocalizations; mostly a simpler series of adult kip calls",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"4th recording of this family group, involving the adults and two or three fledged juveniles in fairly close proximity to each other, so generally some form of contact call and/or imprinting social life vocalizations; mostly a simpler series of adult kip calls",Abert's Towhee Melozone aberti,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122815.wav,True,success
XC122816,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,juvenile,92.58,2012-07-28,08:07,,Rating,32.084,-109.051,1100.0,E,poor,"5th recording of this family group, involving the adults and two or three fledged juveniles in fairly close proximity to each other, so generally some form of contact call and/or imprinting social life vocalizations; mostly a simpler series of adult kip calls like the 4th, but progressively grading into excited series rolled together",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"5th recording of this family group, involving the adults and two or three fledged juveniles in fairly close proximity to each other, so generally some form of contact call and/or imprinting social life vocalizations; mostly a simpler series of adult kip calls like the 4th, but progressively grading into excited series rolled together",American Yellow Warbler Setophaga aestiva,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122816.wav,True,success
XC122817,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,juvenile,68.65,2012-07-28,07:50,,Rating,32.084,-109.051,1100.0,E,poor,"1st recording of this family group, involving the adults and two or three fledged juveniles in fairly close proximity to each other, so generally some form of contact call and/or imprinting social life vocalizations;",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"1st recording of this family group, involving the adults and two or three fledged juveniles in fairly close proximity to each other, so generally some form of contact call and/or imprinting social life vocalizations;",American Yellow Warbler Setophaga aestiva,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122817.wav,True,success
XC122818,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,juvenile,23.04,2012-07-28,08:09,,Rating,32.084,-109.051,1100.0,E,poor,"6th recording of this family group, involving the adults and two or three fledged juveniles in fairly close proximity to each other, so generally some form of contact call and/or imprinting social life vocalizations; this last in the series sounds to me more like adult interactions rather than the earlier contact calls with the juveniles, but . . . .",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"6th recording of this family group, involving the adults and two or three fledged juveniles in fairly close proximity to each other, so generally some form of contact call and/or imprinting social life vocalizations; this last in the series sounds to me more like adult interactions rather than the earlier contact calls with the juveniles, but . . . .",American Yellow Warbler Setophaga aestiva,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122818.wav,True,success
XC122819,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,76.0,2011-06-21,07:35,,Rating,31.906,-109.1543,1400.0,E,poor,aerial chase sequence at 0:55; variety of calls in the rest of the cut,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,aerial chase sequence at 0:55; variety of calls in the rest of the cut,White-winged Dove Zenaida asiatica,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122819.wav,True,success
XC122820,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,33.18,2011-07-10,07:37,,Rating,31.957,-109.173,1300.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122820.wav,True,success
XC122821,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,87.25,2011-07-28,07:32,,Rating,31.957,-109.173,1300.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Bell's Vireo Vireo bellii,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122821.wav,True,success
XC122822,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,juvenile,86.4,2012-07-14,07:22,,Rating,31.84,-109.025,1200.0,E,poor,"family group of five, with fledged juveniles, interaction calls among them",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"family group of five, with fledged juveniles, interaction calls among them",Yellow-breasted Chat Icteria virens,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122822.wav,True,success
XC122824,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,85.49,2012-07-08,07:22,,Rating,31.84,-109.025,1200.0,E,poor,"group of four birds, relationship (family group?, but sound more like strong interactions of multiple territories)",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"group of four birds, relationship (family group?, but sound more like strong interactions of multiple territories)",Yellow-breasted Chat Icteria virens,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122824.wav,True,success
XC122825,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,juvenile,147.72,2012-07-28,08:11,,Rating,32.084,-109.051,1100.0,E,poor,"7th recording of a family group of five, interaction calls of adults with fledged juveniles, more vigorous interaction calls than in some of prior cuts",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"7th recording of a family group of five, interaction calls of adults with fledged juveniles, more vigorous interaction calls than in some of prior cuts",American Yellow Warbler Setophaga aestiva,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122825.wav,True,success
XC122826,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,41.38,2011-07-10,07:00,,Rating,31.957,-109.173,1300.0,E,poor,"labeled as ""interaction calls,"" I wonder now if it primarily involves a young bird, but I don't know",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"labeled as ""interaction calls,"" I wonder now if it primarily involves a young bird, but I don't know",Black-throated Sparrow Amphispiza bilineata,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122826.wav,True,success
XC122892,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,38.66,2009-07-05,07:47,,Rating,31.906,-109.1543,1400.0,E,poor,interaction calls of a family group,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,interaction calls of a family group,White-winged Dove Zenaida asiatica,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122892.wav,True,success
XC122895,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,50.7,2012-07-05,07:19,,Rating,31.932,-109.191,1500.0,E,poor,kip call 10x; second recording of this individual,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,kip call 10x; second recording of this individual,Western Wood Pewee Contopus sordidulus,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122895.wav,True,success
XC122896,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,78.42,2009-07-04,17:42,,Rating,31.906,-109.1543,1400.0,E,poor,"kip call, with some variation",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"kip call, with some variation",Scott's Oriole Icterus parisorum,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122896.wav,True,success
XC122898,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,172.9,2009-04-30,08:41,,Rating,31.34,-109.273,1100.0,E,poor,"interaction calls of pair investigating potential nest cavities in cottonwoods; divided cut, this being the first part",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"interaction calls of pair investigating potential nest cavities in cottonwoods; divided cut, this being the first part",American Yellow Warbler Setophaga aestiva,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122898.wav,True,success
XC122900,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,119.34,2009-04-30,08:41,,Rating,31.34,-109.273,1100.0,E,poor,"interaction calls of pair investigating potential nest cavities in cottonwoods; divided cut, this being the second part; much more quavering call than in the first cut",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"interaction calls of pair investigating potential nest cavities in cottonwoods; divided cut, this being the second part; much more quavering call than in the first cut",Yellow-breasted Chat Icteria virens,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122900.wav,True,success
XC122904,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,89.87,2011-07-12,06:47,,Rating,31.906,-109.1543,1400.0,E,poor,"interaction calls of a pair, considerable variety of calls, context noted as being ""peaceful""",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"interaction calls of a pair, considerable variety of calls, context noted as being ""peaceful""",Lesser Goldfinch Spinus psaltria,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122904.wav,True,success
XC122908,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,154.66,2012-07-07,08:31,,Rating,31.906,-109.1543,1400.0,E,poor,a variety of call types,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,a variety of call types,Acorn Woodpecker Melanerpes formicivorus,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122908.wav,True,success
XC122909,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,18.34,2012-07-07,08:31,,Rating,31.906,-109.1543,1400.0,E,poor,"Context seemed to be warning the Brown-headed Cowbird, then chasing it off its perch on top of an Arizona Cypress",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Context seemed to be warning the Brown-headed Cowbird, then chasing it off its perch on top of an Arizona Cypress",White-winged Dove Zenaida asiatica,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122909.wav,True,success
XC122910,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,31.06,2011-06-24,04:50,,Rating,31.906,-109.1543,1400.0,E,poor,2nd recording of this individual this morning,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2nd recording of this individual this morning,Canyon Towhee Melozone fusca,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122910.wav,True,success
XC122911,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,dawn song,,,208.95,2011-06-30,04:58,,Rating,31.906,-109.1543,1400.0,E,poor,2nd recording of this individual this morning,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2nd recording of this individual this morning,Canyon Towhee Melozone fusca,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122911.wav,True,success
XC122912,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,dawn song,,,219.38,2012-07-25,05:01,,Rating,31.906,-109.1543,1400.0,E,poor,2nd recording of this individual this morning,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2nd recording of this individual this morning,Canyon Towhee Melozone fusca,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\Audio Recordings\XC122912.wav,True,success
