recording_id,scientific_name,genus,species,subspecies,english_name,call_type,sex,life_stage,duration_seconds,date,time,country,location,latitude,longitude,altitude,quality,quality_flag,description,license,remarks,background_species,status
XC185335,Setophaga fusca,Setophaga,fusca,,Blackburnian Warbler,song,,,0.0,2013-05-18,07:30,,Rating,14.2059,-87.1158,1900.0,,unknown,"The warbler sings three times, from high in the canopy of the cloud forest.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"The warbler sings three times, from high in the canopy of the cloud forest.",none,success
XC185513,Recurvirostra americana,Recurvirostra,americana,,American Avocet,call,,,0.0,2014-06-06,06:43,,Rating,48.4183,-107.6657,600.0,,unknown,"in flight; as noted by Jonathan Jongsma in the forum, there is strong Black-necked Stilt in this recording, which was not listed as a foreground/background species originally, and this recording is actually better of Black-necked Stilt in the second half than of Avocet at all; both species are audible together, e.g., around 0:07 (after initial Stilt), so if there is any use to this recording, it is as a comparison",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"in flight; as noted by Jonathan Jongsma in the forum, there is strong Black-necked Stilt in this recording, which was not listed as a foreground/background species originally, and this recording is actually better of Black-necked Stilt in the second half than of Avocet at all; both species are audible together, e.g., around 0:07 (after initial Stilt), so if there is any use to this recording, it is as a comparison","species originally, and this recording is actually better of Black-necked Stilt in the second half than of Avocet at all; both species are audible together, e.g., around 0:07 (after initial Stilt), so",success
XC185518,Dolichonyx oryzivorus,Dolichonyx,oryzivorus,,Bobolink,song,,,0.0,2014-06-06,05:24,,Rating,48.4183,-107.6657,600.0,,unknown,"at least three birds, primarily one singing from the top of a Russian Olive; could easily be one or both of birds in prior recording (second recording of this species at this location)",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"at least three birds, primarily one singing from the top of a Russian Olive; could easily be one or both of birds in prior recording (second recording of this species at this location)
hay fields and pastures",Red-winged Blackbird Agelaius phoeniceus,success
XC185521,Dolichonyx oryzivorus,Dolichonyx,oryzivorus,,Bobolink,song,,,0.0,2014-06-06,05:18,,Rating,48.4183,-107.6657,600.0,,unknown,"two birds singing, first one mostly perched songs but one flight song (not sure which), second one with a flight song at 2:10",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"two birds singing, first one mostly perched songs but one flight song (not sure which), second one with a flight song at 2:10
hay fields and pastures",Franklin's Gull Leucophaeus pipixcan,success
XC185528,Calidris bairdii,Calidris,bairdii,,Baird's Sandpiper,song,,,0.0,2014-06-29,03:50,,Rating,71.3632,-156.5099,0.0,,unknown,"natural vocalization; song during a prolonged flight display by a bird over a gravel beach/spit adjacent to a frozen bay. Various sounds in this cut, with most of the vocs being 'rhthymically repeated calls', but also what BNA calls 'song' at 0:04 and 1:05 blending into 'chatter' each time. While displaying the bird was high in the air flying with rapid, shallow, fluttering wingbeats and moving in a large, slow circle.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"natural vocalization; song during a prolonged flight display by a bird over a gravel beach/spit adjacent to a frozen bay. Various sounds in this cut, with most of the vocs being 'rhthymically repeated calls', but also what BNA calls 'song' at 0:04 and 1:05 blending into 'chatter' each time. While displaying the bird was high in the air flying with rapid, shallow, fluttering wingbeats and moving in a large, slow circle.",none,success
XC185568,Icterus galbula,Icterus,galbula,,Baltimore Oriole,song,male,,0.0,2014-06-06,05:14,,Rating,48.4183,-107.6657,600.0,,unknown,song of one-year-old male; second recording of it,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,song of one-year-old male; second recording of it,Red-winged Blackbird Agelaius phoeniceus,success
XC185570,Icterus galbula,Icterus,galbula,,Baltimore Oriole,song,male,,0.0,2014-06-06,05:15,,Rating,48.4183,-107.6657,600.0,,unknown,song of one-year-old male; third recording of it,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,song of one-year-old male; third recording of it,Red-winged Blackbird Agelaius phoeniceus,success
XC185620,Calidris bairdii,Calidris,bairdii,,Baird's Sandpiper,call,,,0.0,2014-06-29,03:50,,Rating,71.3632,-156.5099,0.0,,unknown,"natural vocalization; calls in a high chase flight from three birds, one of which was the same individual as in XC185528.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"natural vocalization; calls in a high chase flight from three birds, one of which was the same individual as in XC185528.",none,success
XC185621,Calidris bairdii,Calidris,bairdii,,Baird's Sandpiper,call,,,0.0,2014-06-29,03:50,,Rating,71.3632,-156.5099,0.0,,unknown,"natural vocalization; song and various call types during a prolonged flight display from the same bird as in XC185528, given immediately after the chase in XC185620. A second bird is faintly audible in the background",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"natural vocalization; song and various call types during a prolonged flight display from the same bird as in XC185528, given immediately after the chase in XC185620. A second bird is faintly audible in the background",Location,success
XC185622,Calidris bairdii,Calidris,bairdii,,Baird's Sandpiper,call,,adult,0.0,2014-07-01,09:00,,Rating,68.1282,-149.4894,1400.0,,unknown,"alarm calls from a single adult bird near two very young (1-2 days old) chicks. Habitat was very rocky dry tundra adjacent to a small stream, all below steep, talus covered slopes.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"alarm calls from a single adult bird near two very young (1-2 days old) chicks. Habitat was very rocky dry tundra adjacent to a small stream, all below steep, talus covered slopes.",none,success
XC185623,Calidris bairdii,Calidris,bairdii,,Baird's Sandpiper,call,,,0.0,2014-07-01,09:00,,Rating,68.1282,-149.4894,1400.0,,unknown,"alarm calls from a the same bird as in XC185622, near two very young (1-2 day old) chicks.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"alarm calls from a the same bird as in XC185622, near two very young (1-2 day old) chicks.",none,success
XC185624,Calidris bairdii,Calidris,bairdii,,Baird's Sandpiper,call,,,0.0,2014-07-01,09:00,,Rating,68.1282,-149.4894,1400.0,,unknown,"calls during a broken-wing distraction display from the same bird as in XC185622, near two very young (1-2 day old) chicks.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"calls during a broken-wing distraction display from the same bird as in XC185622, near two very young (1-2 day old) chicks.",none,success
XC185812,Dolichonyx oryzivorus,Dolichonyx,oryzivorus,,Bobolink,song,,,0.0,2014-06-06,20:17,,Rating,49.1453,-107.5042,800.0,,unknown,None given,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,None given,Red-winged Blackbird Agelaius phoeniceus,success
XC185814,Dolichonyx oryzivorus,Dolichonyx,oryzivorus,,Bobolink,song,male,,0.0,2014-06-06,20:26,,Rating,49.1453,-107.5042,800.0,,unknown,"four males in close proximity, not at all competitive at the moment (had been earlier); natural prairie habitat but with some invasives like alfalfa that have gone wild, above a little stream valley",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"four males in close proximity, not at all competitive at the moment (had been earlier); natural prairie habitat but with some invasives like alfalfa that have gone wild, above a little stream valley",Red-winged Blackbird Agelaius phoeniceus,success
XC185815,Dolichonyx oryzivorus,Dolichonyx,oryzivorus,,Bobolink,song,male,,0.0,2014-06-06,20:30,,Rating,49.1453,-107.5042,800.0,,unknown,"all recordings this evening involve the same group of four plus males, at this point only engaging in intermittent song",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"all recordings this evening involve the same group of four plus males, at this point only engaging in intermittent song",Red-winged Blackbird Agelaius phoeniceus,success
XC185817,Dolichonyx oryzivorus,Dolichonyx,oryzivorus,,Bobolink,song,,,0.0,2014-06-06,21:29,,Rating,49.1453,-107.5042,800.0,,unknown,"after sunset, one long song, several short songs, but I'm not sure in a couple of cases what is Western Meadowlark flight song or short evening song versus Bobolink!?",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"after sunset, one long song, several short songs, but I'm not sure in a couple of cases what is Western Meadowlark flight song or short evening song versus Bobolink!?",Western Meadowlark Sturnella neglecta,success
XC185819,Dolichonyx oryzivorus,Dolichonyx,oryzivorus,,Bobolink,call,male,,0.0,2014-06-06,20:19,,Rating,49.1453,-107.5042,800.0,,unknown,two males that interacted physically as well as singing in close proximity [but I did not note when during the recording the altercation occurred],Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"two males that interacted physically as well as singing in close proximity [but I did not note when during the recording the altercation occurred]
several different calls at end",Red-winged Blackbird Agelaius phoeniceus,success
XC185821,Dolichonyx oryzivorus,Dolichonyx,oryzivorus,,Bobolink,flight,,,0.0,2014-06-06,20:56,,Rating,49.1453,-107.5042,800.0,,unknown,taking off at sunset for one flight song,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,taking off at sunset for one flight song,Western Meadowlark Sturnella neglecta,success
XC186284,Passerina caerulea,Passerina,caerulea,,Blue Grosbeak,song,"male, female",juvenile,0.0,2014-07-10,08:00,,Rating,13.9955,-86.9887,750.0,,unknown,"The individual singing was in a female-type plumaje, thus I assume it is a juvenile male, presumably a second-year male.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"The individual singing was in a female-type plumaje, thus I assume it is a juvenile male, presumably a second-year male.",Melodious Blackbird Dives dives,success
XC186306,Setophaga ruticilla,Setophaga,ruticilla,,American Redstart,song,male,,0.0,2014-06-28,16:02,,Rating,46.9872,-70.5887,0.0,,unknown,"One male sitting under the canopy. Habitat: garden, mature deciduous forest.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"One male sitting under the canopy. Habitat: garden, mature deciduous forest.",none,success
XC186308,Cyanocitta cristata,Cyanocitta,cristata,,Blue Jay,call,,,0.0,2014-06-28,08:25,,Rating,47.2069,-69.9436,300.0,,unknown,Two individuals vocalizing. Habitat: mature mixed forest.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Two individuals vocalizing. Habitat: mature mixed forest.,none,success
XC186365,Setophaga caerulescens,Setophaga,caerulescens,,Black-throated Blue Warbler,song,,,0.0,2014-06-28,06:50,,Rating,47.2069,-69.9436,300.0,,unknown,Slowly moving in a small tree. Habitat: mature mixed forest.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Slowly moving in a small tree. Habitat: mature mixed forest.,none,success
XC186366,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0.0,2014-06-07,08:17,,Rating,49.1453,-107.5042,800.0,,unknown,1st recording of this individual; variant song from what I know (short and simple),Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1st recording of this individual; variant song from what I know (short and simple),Canada Goose Branta canadensis,success
XC186367,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0.0,2014-06-07,08:23,,Rating,49.1453,-107.5042,800.0,,unknown,"2nd recording of this individual; variant song from what I know (short and simple); obviously, the elephant (recordist!) moved closer to the bird early in the recording, and again later (trying to figure out what it was!), otherwise a good recording",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"2nd recording of this individual; variant song from what I know (short and simple); obviously, the elephant (recordist!) moved closer to the bird early in the recording, and again later (trying to figure out what it was!), otherwise a good recording",Western Meadowlark Sturnella neglecta,success
XC186368,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0.0,2014-06-07,08:39,,Rating,49.1453,-107.5042,800.0,,unknown,"very faintly about about 2:02 one can hear another bird giving the typical song, which I never did manage to record here (this variant song was given by other individuals I did not record) 3rd recording of this individual",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"very faintly about about 2:02 one can hear another bird giving the typical song, which I never did manage to record here (this variant song was given by other individuals I did not record) 3rd recording of this individual",Brewer's Sparrow Spizella breweri,success
XC186399,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0.0,2014-06-07,08:57,,Rating,49.1453,-107.5042,800.0,,unknown,interval altered at 1:46 4th recording of this individual; variant song type (short and simple) from what I know,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,interval altered at 1:46 4th recording of this individual; variant song type (short and simple) from what I know,Western Meadowlark Sturnella neglecta,success
XC186401,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0.0,2014-06-07,09:02,,Rating,49.1453,-107.5042,800.0,,unknown,"5th recording of this individual; this Brewer's Sparrow is responding to playback of Clay-colored by giving a few songs with more typical Brewer's phrases, and circling us, then returned to its variant song (we never did play back Brewer's to it); variant song type (short and simple) from what I know",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"5th recording of this individual; this Brewer's Sparrow is responding to playback of Clay-colored by giving a few songs with more typical Brewer's phrases, and circling us, then returned to its variant song (we never did play back Brewer's to it); variant song type (short and simple) from what I know",Baird's Sparrow Centronyx bairdii,success
XC186652,Euphagus cyanocephalus,Euphagus,cyanocephalus,,Brewer's Blackbird,call,,,0.0,2014-06-08,06:47,,Rating,49.0715,-106.5309,850.0,,unknown,2nd recording of this individual,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2nd recording of this individual,Western Kingbird Tyrannus verticalis,success
XC186654,Euphagus cyanocephalus,Euphagus,cyanocephalus,,Brewer's Blackbird,call,,,0.0,2014-06-08,06:43,,Rating,49.0715,-106.5309,850.0,,unknown,1st recording of this individual,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1st recording of this individual,Western Meadowlark Sturnella neglecta,success
XC187320,Icterus bullockii,Icterus,bullockii,,Bullock's Oriole,call,,,0.0,1995-06-01,,,Rating,37.5316,-122.3663,100.0,,unknown,These recordings from 1993 and 1995 were my first recordings. I was using a 12 inch wooden salad bowl as a parabola with a clip on microphone using a AIWA stereo recorder/player. I recently found the cassettes in the garage. Date uncertain: spring 95,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,These recordings from 1993 and 1995 were my first recordings. I was using a 12 inch wooden salad bowl as a parabola with a clip on microphone using a AIWA stereo recorder/player. I recently found the cassettes in the garage. Date uncertain: spring 95,none,success
XC187408,Mareca americana,Mareca,americana,,American Wigeon,flight,,,0.0,2014-06-07,18:25,,Rating,47.7312,-70.4221,260.0,,unknown,Couple in flight. Habitat: retention basin and marsh.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Couple in flight. Habitat: retention basin and marsh.,none,success
XC187409,Turdus migratorius,Turdus,migratorius,,American Robin,song,,,0.0,2014-06-09,21:59,,Rating,51.2418,-115.84,1400.0,,unknown,"vesper song, Johnston Canyon;",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"vesper song, Johnston Canyon;",Audubon's Warbler Setophaga auduboni,success
XC187411,Mareca americana,Mareca,americana,,American Wigeon,flight,,,0.0,2014-06-07,18:28,,Rating,47.7312,-70.4221,260.0,,unknown,Couple in flight also featured in XC187408. Habitat: retention basin and marsh.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Couple in flight also featured in XC187408. Habitat: retention basin and marsh.,none,success
XC187481,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,,,juvenile,0.0,2014-07-07,06:30,,Rating,44.4584,-68.9242,10.0,,unknown,None given,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,None given,none,success
XC187605,Vireo solitarius,Vireo,solitarius,,Blue-headed Vireo,song,,,0.0,2014-07-07,07:30,,Rating,44.4584,-68.9242,10.0,,unknown,None given,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,None given,none,success
XC187606,Vireo solitarius,Vireo,solitarius,,Blue-headed Vireo,song,,,0.0,2014-07-07,07:25,,Rating,44.4584,-68.9242,10.0,,unknown,None given,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,None given,none,success
XC187607,Passerina caerulea,Passerina,caerulea,,Blue Grosbeak,song,,,0.0,2014-07-17,06:23,,Rating,33.38,-112.3074,280.0,,unknown,SONY IC RECORDER MP3 2.0.0 Sennheiser ME 66 Supercardioid Shotgun Microphone,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,SONY IC RECORDER MP3 2.0.0 Sennheiser ME 66 Supercardioid Shotgun Microphone,Song Sparrow Melospiza melodia,success
XC187608,Setophaga ruticilla,Setophaga,ruticilla,,American Redstart,song,male,adult,0.0,2014-07-07,08:30,,Rating,44.4584,-68.9242,10.0,,unknown,None given,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,None given,none,success
XC187609,Setophaga ruticilla,Setophaga,ruticilla,,American Redstart,song,male,adult,0.0,2014-07-08,11:00,,Rating,44.257,-68.389,0.0,,unknown,None given,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,None given,none,success
XC187634,Setophaga virens,Setophaga,virens,,Black-throated Green Warbler,begging,,juvenile,0.0,2014-07-12,08:00,,Rating,44.228,-68.312,0.0,,unknown,None given,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,None given,none,success
XC187635,Setophaga virens,Setophaga,virens,,Black-throated Green Warbler,flight,,juvenile,0.0,2014-07-12,08:00,,Rating,44.228,-68.312,0.0,,unknown,juvenile in short flight,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,juvenile in short flight,none,success
XC187636,Setophaga virens,Setophaga,virens,,Black-throated Green Warbler,song,,,0.0,2014-07-08,15:00,,Rating,44.228,-68.312,0.0,,unknown,None given,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,None given,none,success
XC187637,Setophaga virens,Setophaga,virens,,Black-throated Green Warbler,song,,,0.0,2014-07-12,08:19,,Rating,44.228,-68.312,0.0,,unknown,None given,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,None given,none,success
XC187659,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,call,"male, female",,0.0,2014-07-14,20:30,,Rating,52.2189,-117.1738,2100.0,,unknown,"calls from the female of a pair of birds (the other member of the pair gave some brief song), given while carrying food in its mouth (so presumably near young). Habitat was willow carr, but in parts of it that were more stunted than the densest parts, and had a mix of stunted spruce trees.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"calls from the female of a pair of birds (the other member of the pair gave some brief song), given while carrying food in its mouth (so presumably near young). Habitat was willow carr, but in parts of it that were more stunted than the densest parts, and had a mix of stunted spruce trees.",none,success
XC187660,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0.0,2014-07-15,05:10,,Rating,52.2189,-117.1738,2100.0,,unknown,"natural vocalizations; 'long song' from several birds (one on target) in a large willow carr. Most of the birds seemed to stick to the parts of the carr that were more stunted and had a mix of stunted spruce trees, rather than the taller, more pure stands of willow.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"natural vocalizations; 'long song' from several birds (one on target) in a large willow carr. Most of the birds seemed to stick to the parts of the carr that were more stunted and had a mix of stunted spruce trees, rather than the taller, more pure stands of willow.",none,success
XC187661,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0.0,2014-07-15,05:10,,Rating,52.2189,-117.1738,2100.0,,unknown,"natural vocalizations; 'long song' a different bird than the one on focus in XC187660, though it may be one of the birds in the background of that cut.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"natural vocalizations; 'long song' a different bird than the one on focus in XC187660, though it may be one of the birds in the background of that cut.",of that cut.,success
XC187663,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0.0,2014-07-15,05:10,,Rating,52.2189,-117.1738,2100.0,,unknown,"natural vocalizations; 'long song' from a distant individual, different than either the ones in XC187660 or XC187661.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"natural vocalizations; 'long song' from a distant individual, different than either the ones in XC187660 or XC187661.",none,success
XC187665,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0.0,2014-07-15,22:00,,Rating,50.5976,-114.9877,2200.0,,unknown,"natural vocalizations; 'short song' from a bird in stunted spruce with a few tamarack and a smattering of stunted willow trees, on a steep slope above a willow carr and just below treeline.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"natural vocalizations; 'short song' from a bird in stunted spruce with a few tamarack and a smattering of stunted willow trees, on a steep slope above a willow carr and just below treeline.",none,success
XC187783,Setophaga ruticilla,Setophaga,ruticilla,,American Redstart,song,male,,0.0,2014-06-29,07:58,,Rating,47.2069,-69.9436,300.0,,unknown,Habitat: mature mixed forest.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Habitat: mature mixed forest.,none,success
XC187980,Molothrus ater,Molothrus,ater,,Brown-headed Cowbird,call,,,0.0,2014-07-19,06:15,,Rating,33.3896,-112.2599,300.0,,unknown,SONY IC RECORDER MP3 2.0.0 Sennheiser ME 66 Supercardioid Shotgun Microphone,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,SONY IC RECORDER MP3 2.0.0 Sennheiser ME 66 Supercardioid Shotgun Microphone,Common Gallinule Gallinula galeata,success
XC188038,Anthus rubescens,Anthus,rubescens,,Buff-bellied Pipit,flight,,,0.0,2014-07-19,10:03,,Rating,40.0498,-105.5624,3400.0,,unknown,"Two American Pipits interacting in mid-air. One bird gives the familiar, down-slurred, two-note ""pipit"" call every once in a while; the other bird constantly gives a less-familiar, up-slurred, monosyllabic ""chet"" note.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"Two American Pipits interacting in mid-air. One bird gives the familiar, down-slurred, two-note ""pipit"" call every once in a while; the other bird constantly gives a less-familiar, up-slurred, monosyllabic ""chet"" note.",none,success
XC188112,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0.0,2014-06-11,08:46,,Rating,52.2247,-117.202,2100.0,,unknown,"in response to playback, soft song at close range; taverneri, Timberline Sparrow; Individual No 1, 1st recording;",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"in response to playback, soft song at close range; taverneri, Timberline Sparrow; Individual No 1, 1st recording;",none,success
XC188115,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0.0,2014-06-11,08:52,,Rating,52.2247,-117.202,2100.0,,unknown,"singing from top of 2 and 3 m stunted conifers in treeline scrub; in response to playback, but not very energetic about its response, and foraging on ground at end of recording (but very responsive physically--immediately came close); soft song at close range; apparent call note at 0:43; Individual No 1, 2nd recording of it",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"singing from top of 2 and 3 m stunted conifers in treeline scrub; in response to playback, but not very energetic about its response, and foraging on ground at end of recording (but very responsive physically--immediately came close); soft song at close range; apparent call note at 0:43; Individual No 1, 2nd recording of it",White-crowned Sparrow Zonotrichia leucophrys,success
XC188119,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0.0,2014-06-11,08:55,,Rating,52.2247,-117.202,2100.0,,unknown,"continued delayed resp. to playback, still just singing softly and occasionally, from 3-4 m away; Individual No 1, 3rd recording of it",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"continued delayed resp. to playback, still just singing softly and occasionally, from 3-4 m away; Individual No 1, 3rd recording of it",White-crowned Sparrow Zonotrichia leucophrys,success
XC188122,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0.0,2014-06-11,09:02,,Rating,52.2247,-117.202,2100.0,,unknown,"cont. RPB, with very soft song from close range, the last few songs especially quiet; singing from 2m stunted conifer above main treeline; Individual No 1, 4th recording",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"cont. RPB, with very soft song from close range, the last few songs especially quiet; singing from 2m stunted conifer above main treeline; Individual No 1, 4th recording",American Robin Turdus migratorius,success
XC188123,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,call,,,0.0,2014-06-11,09:48,,Rating,52.2247,-117.202,2100.0,,unknown,"cont. RPB, with very soft song from close range, the last few songs especially quiet; singing from 2m stunted conifer above main treeline; Individual No 2, 1st recording",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"cont. RPB, with very soft song from close range, the last few songs especially quiet; singing from 2m stunted conifer above main treeline; Individual No 2, 1st recording",Clark's Nutcracker Nucifraga columbiana,success
XC188125,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,call,"male, female",,0.0,2014-06-11,09:58,,Rating,52.2247,-117.202,2200.0,,unknown,"I was confused in several ways during these recordings, ending up following what was probably the female of the pair, that is calling here, and singing bird was off mic at times; better part (long songs) are at end; Individual No 3, 2nd recording",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"I was confused in several ways during these recordings, ending up following what was probably the female of the pair, that is calling here, and singing bird was off mic at times; better part (long songs) are at end; Individual No 3, 2nd recording",none,success
XC188127,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0.0,2014-06-11,10:05,,Rating,52.2247,-117.202,2200.0,,unknown,"Individual No 3, 4th recording",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"Individual No 3, 4th recording",none,success
XC188128,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0.0,2014-06-11,11:04,,Rating,52.2247,-117.202,2200.0,,unknown,"Individual No 3, 5th recording",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"Individual No 3, 5th recording",none,success
XC188130,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,call,,,0.0,2014-06-11,11:05,,Rating,52.2247,-117.202,2200.0,,unknown,"Individual No 3, 7th recording; loudest (best) calls yet are after 0:57",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"Individual No 3, 7th recording; loudest (best) calls yet are after 0:57",American Robin Turdus migratorius,success
XC188177,Buteo platypterus,Buteo,platypterus,,Broad-winged Hawk,call,,,0.0,2013-12-12,15:30,,Rating,4.9087,-75.0688,1800.0,,unknown,None given,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,None given,Unknown Flycatcher,success
XC188274,Selasphorus platycercus,Selasphorus,platycercus,,Broad-tailed Hummingbird,call,"male, female",,0.0,2014-07-21,06:30,,Rating,39.3748,-104.854,1900.0,,unknown,Natural vocalization; calls and wing noise from a male bird in flight visiting a feeder at a house adjacent to a drainage filled with Gambel Oak. At 0:22 there are a couple of more aggressive chase calls as a female of the same species approaches the feeder.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Natural vocalization; calls and wing noise from a male bird in flight visiting a feeder at a house adjacent to a drainage filled with Gambel Oak. At 0:22 there are a couple of more aggressive chase calls as a female of the same species approaches the feeder.,none,success
XC188377,Empidonax alnorum,Empidonax,alnorum,,Alder Flycatcher,song,,,0.0,2014-06-13,07:55,,Rating,53.3866,-117.5883,1100.0,,unknown,second half of the recording is the better half,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,second half of the recording is the better half,Lincoln's Sparrow Melospiza lincolnii,success
XC188430,Molothrus ater,Molothrus,ater,,Brown-headed Cowbird,call,,,0.0,2014-06-14,04:46,,Rating,55.5267,-120.0314,750.0,,unknown,None given,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,None given,American Crow Corvus brachyrhynchos,success
XC188432,Empidonax alnorum,Empidonax,alnorum,,Alder Flycatcher,song,,,0.0,2014-06-14,04:51,,Rating,55.5267,-120.0314,750.0,,unknown,"1st recording of this individual; singing from exposed perch, but flew down",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"1st recording of this individual; singing from exposed perch, but flew down",Lincoln's Sparrow Melospiza lincolnii,success
XC188434,Empidonax alnorum,Empidonax,alnorum,,Alder Flycatcher,song,,,0.0,2014-06-14,04:52,,Rating,55.5267,-120.0314,750.0,,unknown,2nd recording of this individual;,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2nd recording of this individual;,Lincoln's Sparrow Melospiza lincolnii,success
XC188493,Setophaga ruticilla,Setophaga,ruticilla,,American Redstart,song,male,,0.0,2014-06-14,08:32,,Rating,55.4475,-120.0079,900.0,,unknown,Young male (one-year-old) individual No 2 recorded today; 15 second interval removed at 0:26,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Young male (one-year-old) individual No 2 recorded today; 15 second interval removed at 0:26,American Yellow Warbler Setophaga aestiva,success
XC188494,Setophaga ruticilla,Setophaga,ruticilla,,American Redstart,song,male,,0.0,2014-06-14,07:56,,Rating,55.4475,-120.0079,900.0,,unknown,Young male (one-year-old) individual No 1 recorded today;,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Young male (one-year-old) individual No 1 recorded today;,Least Flycatcher Empidonax minimus,success
XC188495,Setophaga ruticilla,Setophaga,ruticilla,,American Redstart,song,male,adult,0.0,2014-06-14,07:20,,Rating,55.4475,-120.0079,900.0,,unknown,Adult male,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Adult male,American Yellow Warbler Setophaga aestiva,success
