xc_id,species_scientific,species_english,country,location,latitude,longitude,date,time,recordist,quality,length,type,scraped_at,length_seconds,url,file_name
383881,Recurvirostra americana,American Avocet,Mexico,"Sitio Ramsar Río San Pedro-Meoqui, Meoqui Municipality, Chihuahua",28.2592,,2012-05-26,09:30,fernando mondaca fernandez,A,0:25,alarm call,2026-02-19T14:33:23.100586,,,
313679,Spinus tristis,American Goldfinch,United States,"Marsh View, Oakland County, Michigan",42.7721,,2016-04-15,10:00,Antonio Xeira,B,0:13,call,2026-02-19T14:33:25.032752,,,
394310,Poecile atricapillus,Black-capped Chickadee,Canada,"Ottawa, Ottawa Division, Ontario",45.3698,,2017-11-26,09:00,Dan Minor,B,6:48,"alarm call, call, gargle",2026-02-19T14:33:27.012229,,,
167817,Mniotilta varia,Black-and-white Warbler,United States,"West Lake, Everglades National Park, Florida",25.2138,,2014-02-07,11:18,Paul Marvin,A,6:47,call,2026-02-19T14:33:28.866644,,,
429266,Spinus tristis,American Goldfinch,United States,"Sherburne NWR, Sherburne, Minnesota",45.524,,2018-07-29,11:13,Greg Irving,A,0:48,song,2026-02-19T14:33:30.747033,,,
344095,Hirundo rustica,Barn Swallow,Poland,"Dobarz, BIebrza",53.3662,,2011-05-24,07:00,Tero Linjama,B,0:17,song,2026-02-19T14:33:33.021127,,,
197638,Buteo platypterus,Broad-winged Hawk,El Salvador,"Mejicanos, San Salvador, San Salvador",13.7333,,2013-01-11,10:00,Guillermo Funes,B,0:03,call,2026-02-19T14:33:34.856765,,,
388685,Corvus brachyrhynchos,American Crow,United States,"Kinross Charter Township, Chippewa County, Michigan",46.2909,,2016-04-29,13:00,Antonio Xeira,A,0:10,call,2026-02-19T14:33:36.781278,,,
321730,Selasphorus platycercus,Broad-tailed Hummingbird,United States,"Heliograph Peak, Pinaleno Mtns, Graham County, Arizona",32.6531,,2015-06-03,16:10,Richard E. Webster,A,0:14,call,2026-02-19T14:33:38.623556,,,
99571,Recurvirostra americana,American Avocet,United States,"Palo Alto Baylands, Santa Clara, California",37.46,,2012-04-21,07:42,Jonathon Jongsma,A,0:12,alarm call,2026-02-19T14:33:40.531014,,,
141214,Mniotilta varia,Black-and-white Warbler,United States,"Glassboro WMA, NJ",39.7028,,2012-06-09,05:14,Paul Driver,B,0:43,"song, extended song",2026-02-19T14:33:42.380715,,,
210732,Spinus tristis,American Goldfinch,United States,"Park Point area, Duluth, Minnesota",46.7161,,2014-10-24,09:51,Paul Marvin,B,1:17,"call, flight call",2026-02-19T14:33:44.230805,,,
270195,Passerina caerulea,Blue Grosbeak,United States,"Portal, Arizona",31.906,,2015-05-13,07:13,Richard E. Webster,A,2:25,song,2026-02-19T14:33:46.297152,,,
358700,Psaltriparus minimus,American Bushtit,United States,"Colorado (near  Lafayette), Boulder County, Colorado",39.9936,,2017-03-10,12:11,Ted Floyd,A,0:04,call,2026-02-19T14:33:48.216151,,,
375948,Riparia riparia,Sand Martin,Finland,"Ristiharju, Parikkala, South Karelia",61.5354,,2017-06-15,08:55,Eetu Paljakka,B,0:30,flight call,2026-02-19T14:33:49.981341,,,
444624,Amphispiza bilineata,Black-throated Sparrow,United States,"s of Barstow, San Bernardino County, California",34.6877,,2018-03-07,08:38,Ed Pandolfino,A,0:31,song,2026-02-19T14:33:51.820968,,,
357971,Megaceryle alcyon,Belted Kingfisher,United States,"Valley Forge National Historical Park, Montgomery County, Pennsylvania",40.0975,,2017-01-16,13:58,Thomas Magarian,C,0:18,call,2026-02-19T14:33:53.741316,,,
493365,Certhia americana,Brown Creeper,United States,"San Simon, Cochise County, Arizona",31.8774,,2019-08-17,05:30,Phoenix Birder,D,1:01,"call, song",2026-02-19T14:33:55.657207,,,
139603,Poecile atricapillus,Black-capped Chickadee,United States,"Appalachian Trail, near New Found Gap, Sevier, Tennessee",35.6151,,2013-06-23,08:30,Mike Nelson,C,0:24,song,2026-02-19T14:33:57.811098,,,
216663,Amphispiza bilineata,Black-throated Sparrow,United States,"Colorado National Monument (near  Grand Junction), Mesa County, Colorado",39.0355,,2009-04-18,11:00,Dan Lane,B,0:40,song,2026-02-19T14:33:59.738106,,,
448778,Calypte anna,Anna's Hummingbird,United States,"Tijuana Slough NWR, trail from south end of 5th street, Imperial Beach, California",32.564,,2018-10-31,08:21,Paul Marvin,A,2:22,song,2026-02-19T14:34:01.471057,,,
497300,Amphispiza bilineata,Black-throated Sparrow,United States,"Maricopa County, Arizona",32.738,,2019-09-14,08:18,Phoenix Birder,A,4:41,call,2026-02-19T14:34:03.551453,,,
133794,Setophaga virens,Black-throated Green Warbler,United States,"Garret Mountain Reservation, Passaic Co., NJ",40.899,,2013-05-15,10:00,Dan Lane,B,0:40,"call, song",2026-02-19T14:34:05.589606,,,
425583,Setophaga caerulescens,Black-throated Blue Warbler,United States,"Caroline (near  Brooktondale), Tompkins County, New York",42.3223,,2018-06-29,08:00,Meena Haribal,B,1:41,song,2026-02-19T14:34:07.514706,,,
315704,Setophaga virens,Black-throated Green Warbler,United States,"Lowden-Miller State Forest, Ogle County, Illinois",41.9625,,2016-05-07,09:07,Matt Wistrand,B,0:58,song,2026-02-19T14:34:09.636708,,,
122814,Myiarchus cinerascens,Ash-throated Flycatcher,United States,"San Simon Cienega, Cochise County, Arizona",32.084,,2012-07-28,07:52,Richard E. Webster,A,1:38,"call, contact calls of family group",2026-02-19T14:34:11.379787,,,
167820,Cyanocitta cristata,Blue Jay,United States,"Oak Hammock Trail, Merritt Island NWR, Brevard County, Florida",28.6456,,2014-02-11,08:38,Paul Marvin,A,1:13,"call, flight call",2026-02-19T14:34:13.181034,,,
321212,Hirundo rustica,Barn Swallow,Netherlands,"Haarlo, Berkelland, Gelderland",52.1153,,2016-06-12,09:00,Ad Postma,A,2:46,song,2026-02-19T14:34:14.962731,,,
338204,Pheucticus melanocephalus,Black-headed Grosbeak,United States,"Spencer Island, Everett, Snohomish County, Washington",47.9931,,2015-05-31,10:00,Bruce Lagerquist,A,2:25,song,2026-02-19T14:34:17.820848,,,
503144,Megaceryle alcyon,Belted Kingfisher,United States,"Ernest Oros Nature Preserve, Avenel, New Jersey",40.5874,,2019-10-19,07:30,William Whitehead,C,0:49,song,2026-02-19T14:34:19.742113,,,
315295,Polioptila caerulea,Blue-grey Gnatcatcher,United States,"Cranberry Lake Park, Oakland County, Michigan",42.7865,,2016-05-03,11:00,Antonio Xeira,B,0:25,call,2026-02-19T14:34:21.493349,,,
267948,Molothrus ater,Brown-headed Cowbird,United States,"Portal, Arizona",31.906,,2015-06-15,07:15,Richard E. Webster,B,0:51,song,2026-02-19T14:34:23.343232,,,
321389,Poecile atricapillus,Black-capped Chickadee,United States,"Fort Collins, Larimer County, Colorado",40.591,,2016-06-10,14:00,Nick Komar,B,0:31,"song, unusual song type",2026-02-19T14:34:25.142114,,,
490386,Riparia riparia,Sand Martin,Poland,"Gmina Ustrzyki Dolne (near  Brzegi Dolne), bieszczadzki, Województwo podkarpackie",49.4452,,2019-08-03,01:17,Ireneusz Oleksik,B,0:05,"flight call, ?",2026-02-19T14:34:27.187110,,,
141897,Buteo platypterus,Broad-winged Hawk,United States,"Marsh Creek State Park, Chester, Pennsylvania",40.0631,,2013-07-07,08:30,Amy Davis,B,0:06,call,2026-02-19T14:34:28.954756,,,
158534,Setophaga nigrescens,Black-throated Grey Warbler,Canada,"Francis-King Park, Vancouver Island, British Columbia",48.4904,,2011-06-17,09:00,Ian Cruickshank,B,0:02,song,2026-02-19T14:34:30.930641,,,
501259,Certhia americana,Brown Creeper,United States,"Locust Spring, Blue Grass, Highland County, Virginia",38.5856,,2017-06-03,12:55,Jacob Saucier,A,0:30,song,2026-02-19T14:34:32.804864,,,
122807,Myiarchus cinerascens,Ash-throated Flycatcher,United States,"East Turkey Creek outflow, Chiricahua Mountains, Cochise County, Arizona",31.988,,2010-05-13,06:49,Richard E. Webster,B,0:06,call,2026-02-19T14:34:34.848947,,,
111040,Anthus rubescens,Buff-bellied Pipit,United States,"Minnesota Valley NWR, Bass Ponds, Hennepin, Minnesota",44.84,,2012-10-13,08:12,Jonathon Jongsma,B,0:33,call,2026-02-19T14:34:37.181334,,,
315299,Spinus tristis,American Goldfinch,United States,"Silverbrook, Rochester Hills, Oakland County, Michigan",42.7281,,2016-05-02,12:00,Antonio Xeira,A,0:27,song,2026-02-19T14:34:40.021194,,,
460987,Corvus brachyrhynchos,American Crow,United States,"DeRuyter (near  Georgetown), Madison County, New York",42.7922,,2019-03-09,08:30,Meena Haribal,A,0:39,call,2026-02-19T14:34:41.721088,,,
482163,Spizella breweri,Brewer's Sparrow,United States,"FR74, Elko County, Nevada",41.7907,,2019-06-12,04:49,Ed Pandolfino,A,2:20,song,2026-02-19T14:34:43.490940,,,
233341,Pheucticus melanocephalus,Black-headed Grosbeak,Mexico,Parque Estatal Cerro Punhuato,19.699,,2012-06-12,11:30,Elvis Herrera Rodríguez,A,0:25,call,2026-02-19T14:34:45.249729,,,
137714,Polioptila caerulea,Blue-grey Gnatcatcher,United States,"Murphy-Hanrehan Park Reserve, Dakota, Minnesota",44.707,,2013-06-08,05:18,Jonathon Jongsma,A,4:43,call,2026-02-19T14:34:47.047914,,,
132243,Calypte anna,Anna's Hummingbird,United States,"Portal, Arizona",31.906,,2012-08-21,16:38,Richard E. Webster,B,0:08,call,2026-02-19T14:34:52.948594,,,
138085,Spizella breweri,Brewer's Sparrow,United States,"Big Springs Road, Alpine, California",38.6841,,2013-06-09,04:30,Ken Schneider,A,1:43,"call, song",2026-02-19T14:34:54.790957,,,
147288,Amphispiza bilineata,Black-throated Sparrow,United States,"Borrego Sink, Borrego Springs, San Diego County, California",33.2253,,2013-03-21,07:38,Paul Marvin,A,2:58,song,2026-02-19T14:34:56.609041,,,
420002,Pheucticus melanocephalus,Black-headed Grosbeak,Mexico,"Parque las maravillas, Topilejo",19.1466,,2018-06-10,08:00,Manuel Grosselet,A,0:45,song,2026-02-19T14:34:58.458285,,,
341228,Pheucticus melanocephalus,Black-headed Grosbeak,Mexico,Mex DF entrance Desierto de los Leones,19.32,,2016-11-01,08:00,Manuel Grosselet,B,0:13,call,2026-02-19T14:35:00.309925,,,
304931,Riparia riparia,Sand Martin,United States,"Cheyenne Bottoms, Barton County, Kansas",38.4716,,2015-05-24,14:58,Paul Marvin,B,0:12,flight call,2026-02-19T14:35:02.223190,,,
477812,Molothrus ater,Brown-headed Cowbird,United States,"Dayton, Nevada",39.1028,,2019-05-27,11:00,Bobby Wilcox,A,0:42,song,2026-02-19T14:35:04.139097,,,
172915,Setophaga fusca,Blackburnian Warbler,United States,"Cutler Coast Unit Preserve, Cutler, Washington County, Maine",44.6967,,2012-05-23,11:57,Paul Marvin,A,4:03,song,2026-02-19T14:35:05.998719,,,
374840,Poecile atricapillus,Black-capped Chickadee,United States,"River Park Drive, Grayling, Crawford County, Michigan",44.7119,,2017-06-06,06:30,Scott Gravette,A,1:44,call,2026-02-19T14:35:07.904710,,,
497429,Polioptila caerulea,Blue-grey Gnatcatcher,United States,"Mesa, Maricopa County, Arizona",33.5143,,2019-09-13,17:00,Phoenix Birder,A,1:28,call,2026-02-19T14:35:10.621469,,,
193134,Setophaga ruticilla,American Redstart,Canada,"Tyhee Lake Provincial Park, near Telkwa, British Columbia",54.7089,,2014-06-22,06:19,Richard E. Webster,A,0:42,song,2026-02-19T14:35:13.158262,,,
177057,Setophaga virens,Black-throated Green Warbler,United States,"Sharp's Ridge Memorial Park, Knoxville, Tennessee",36.0008,,2014-05-03,09:30,Mike Nelson,B,0:14,song,2026-02-19T14:35:15.035062,,,
192056,Sayornis nigricans,Black Phoebe,United States,"Monument Rd and nearby trails, Tijuana River Valley, San Diego, California",32.5458,,2012-10-23,08:28,Paul Marvin,B,0:46,call,2026-02-19T14:35:16.806619,,,
255824,Spizella breweri,Brewer's Sparrow,Canada,"Waterton Lakes National Park - Stoney Flats, Alberta",49.074,,2015-06-18,08:00,Ian Cruickshank,B,2:45,song,2026-02-19T14:35:18.795510,,,
278925,Dolichonyx oryzivorus,Bobolink,United States,"River Lakes Conservation Area near Viera, Brevard Co, Florida",28.229,,2015-09-12,08:38,Paul Marvin,B,0:33,flight call,2026-02-19T14:35:20.631333,,,
241646,Empidonax alnorum,Alder Flycatcher,Honduras,"Bosque seco en Ruta 853, Francisco Morazán, HN",14.1763,,2015-05-09,15:30,Carlos Funes,B,0:21,call,2026-02-19T14:35:22.622722,,,
130510,Polioptila caerulea,Blue-grey Gnatcatcher,United States,"Dry Tortugas National Park, Florida",24.6279,,2013-04-06,07:00,Mike Nelson,B,0:33,song,2026-02-19T14:35:24.375519,,,
421303,Setophaga fusca,Blackburnian Warbler,United States,"New York: Arnot Forest--Irish Hill, 2.6 km E Cayuta",42.2771,,2018-06-12,07:30,GABRIEL LEITE,B,0:56,song,2026-02-19T14:35:26.483325,,,
158517,Chroicocephalus philadelphia,Bonaparte's Gull,Canada,"East Sooke Park, Vancouver Island British Columbia",48.3291,,2011-10-14,10:00,Ian Cruickshank,B,3:25,call,2026-02-19T14:35:28.321443,,,
457137,Artemisiospiza belli,Bell's Sparrow,United States,"Upper Big Tujunga Canyon Road mile 2.5, San Gabriel Mountains, Los Angeles County, California",34.3148,,2019-02-16,10:15,Lance A. M. Benner,B,0:43,call,2026-02-19T14:35:30.150791,,,
329040,Icterus galbula,Baltimore Oriole,United States,"Draper Twin Lake Park, Oakland County, Michigan",42.7646,,2016-06-22,08:00,Antonio Xeira,A,0:18,call,2026-02-19T14:35:32.389367,,,
447012,Strix varia,Barred Owl,United States,"Suches, Fannin County, Georgia",34.766,,2018-11-01,20:30,Michael &amp; Katie LaTour,C,1:02,"alarm call, call, duet, song, caterwaul",2026-02-19T14:35:34.231192,,,
177191,Icterus bullockii,Bullock's Oriole,United States,"El Monte Rd, Lakeside, San Diego Co, California",32.884,,2011-06-11,06:46,Paul Marvin,B,2:27,"call, song",2026-02-19T14:35:35.987896,,,
451238,Psaltriparus minimus,American Bushtit,United States,"Balboa Park, northwest, San Diego, California",32.7397,,2018-01-04,10:58,Paul Marvin,B,0:46,call,2026-02-19T14:35:37.842904,,,
353539,Calidris bairdii,Baird's Sandpiper,Bolivia,"Cerro Tunari, Cochabamba",-17.2848,,2016-09-11,15:00,Guy Kirwan,B,0:15,flight call,2026-02-19T14:35:39.643888,,,
430726,Strix varia,Barred Owl,United States,"Kissimmee Prairie State Preserve, Okeechobee County, Florida",27.5677,,2018-04-26,19:30,Bruce Lagerquist,B,2:17,duet,2026-02-19T14:35:41.890560,,,
391157,Setophaga ruticilla,American Redstart,United States,"Tawas Point, Michigan",44.2486,,2016-05-21,?,Antonio Xeira,A,0:31,song,2026-02-19T14:35:43.782182,,,
155357,Pica hudsonia,Black-billed Magpie,Canada,"Wood Buffalo (near  Fort McMurray), Division No. 16, Alberta",56.7264,,2013-06-07,06:00,Dugan Maynard,C,0:12,call,2026-02-19T14:35:45.763028,,,
406251,Empidonax alnorum,Alder Flycatcher,United States,"Potter Marsh, Anchorage, Alaska",61.0776,,2017-06-16,09:33,Patrik Åberg,B,0:45,song,2026-02-19T14:35:47.681104,,,
133923,Scolopax minor,American Woodcock,United States,"Cannon River Wilderness Area, Rice, Minnesota",44.385,,2013-05-16,21:08,Jonathon Jongsma,B,5:04,"flight call, song",2026-02-19T14:35:50.288939,,,
393299,Corvus brachyrhynchos,American Crow,United States,Bosque del Apache NWR,33.839,,2017-11-03,6:50,Thomas G. Graves,A,1:51,call,2026-02-19T14:35:53.112772,,,
451864,Strix varia,Barred Owl,United States,"River Lakes Conservation Area near Viera, Brevard Co, Florida",28.229,,2018-05-31,07:54,Paul Marvin,B,1:25,call,2026-02-19T14:35:54.970927,,,
155441,Corvus brachyrhynchos,American Crow,United States,"Powderhorn Park, Minneapolis, Hennepin, Minnesota",44.942,,2013-11-18,14:15,Jonathon Jongsma,A,3:49,call,2026-02-19T14:35:56.906273,,,
301714,Scolopax minor,American Woodcock,United States,"Knoxville, Knox County, Tennessee",35.9579,,2016-01-29,18:00,Bates Estabrooks,B,0:23,call,2026-02-19T14:35:58.872467,,,
394529,Setophaga virens,Black-throated Green Warbler,Canada,"Forêt Montmorency, La Côte-de-Beaupré, Québec",47.3197,,2017-06-25,09:39,Martin St-Michel,A,0:43,song,2026-02-19T14:36:00.725119,,,
482868,Myiarchus cinerascens,Ash-throated Flycatcher,United States,"Mission Trails Regional Park (from visitor center to Old Mission Dam area), San Diego, California",32.8321,,2019-06-22,05:08,Paul Marvin,A,1:52,dawn song,2026-02-19T14:36:02.721399,,,
132864,Turdus migratorius,American Robin,United States,"Lake Bemidji State Park, Beltrami, Minnesota",47.5392,,2013-05-05,20:11,Jonathon Jongsma,A,3:27,"call, song",2026-02-19T14:36:04.642043,,,
188668,Spizella breweri,Brewer's Sparrow,United States,"Gold Basin Creek, Gunnison Co., Colorado",38.442,,2012-07-05,06:30,Andrew Spencer,A,0:35,call,2026-02-19T14:36:06.504797,,,
233343,Pheucticus melanocephalus,Black-headed Grosbeak,Mexico,Parque Estatal Cerro Punhuato,19.699,,2012-06-12,11:30,Elvis Herrera Rodríguez,B,0:21,call,2026-02-19T14:36:08.392274,,,
413556,Strix varia,Barred Owl,United States,"Dixie Way, Scottsmoor area, Brevard County, Florida",28.7664,,2018-05-02,06:29,Paul Marvin,B,3:40,begging call,2026-02-19T14:36:10.243062,,,
170239,Myiarchus cinerascens,Ash-throated Flycatcher,Mexico,"Ursulo Galvan, Nayarit",20.9468,,2013-12-18,09:09,Steve Gellman,A,0:18,"call, song, notes: rasp-roll and whistle",2026-02-19T14:36:12.314416,,,
51866,Setophaga caerulescens,Black-throated Blue Warbler,United States,"Cherohala Skyway, Monroe County, Tennessee",35.3576,,2009-06-14,9:30am,Mike Nelson,C,0:07,song,2026-02-19T14:36:14.153185,,,
177089,Setophaga virens,Black-throated Green Warbler,United States,"Knoxville, Tennessee",35.8589,,2014-05-02,08:30,Mike Nelson,B,0:41,song,2026-02-19T14:36:16.397107,,,
395154,Anthus rubescens,Buff-bellied Pipit,Israel,"Emek HaMayanot, Israel, North District",32.4459,,2017-12-01,10:00,Yosef Kiat,B,0:01,flight call,2026-02-19T14:36:18.389726,,,
326272,Thryomanes bewickii,Bewick's Wren,United States,"Upper Madera Canyon, Santa Cruz County, Arizona",31.7304,,2016-07-02,17:00,Nick Komar,A,0:17,song,2026-02-19T14:36:20.323071,,,
172875,Corvus brachyrhynchos,American Crow,United States,"Hollenbeck Canyon Trail, Jamul, San Diego County, California",32.6809,,2012-03-24,08:40,Paul Marvin,A,0:49,call,2026-02-19T14:36:22.278694,,,
244459,Empidonax alnorum,Alder Flycatcher,United States,"Elkins Park, PA",40.0626,,2015-05-21,07:15,Paul Driver,B,0:33,"call, song, zweeoo call",2026-02-19T14:36:24.170722,,,
294255,Empidonax alnorum,Alder Flycatcher,Canada,"Stoneham-et-Tewkesbury, La Jacques-Cartier, Québec",47.0655,,2015-07-25,08:02,Martin St-Michel,B,0:51,call,2026-02-19T14:36:26.037105,,,
125579,Artemisiospiza belli,Bell's Sparrow,United States,"Lake Hodges, San Diego, California",33.0523,,1997-03-29,?,Richard E. Webster,A,0:04,tick series,2026-02-19T14:36:27.918573,,,
428425,Spinus tristis,American Goldfinch,United States,"Glacial Lakes State Park, Pope County, Minnesota",45.5295,,2018-07-24,06:12,Jonathon Jongsma,A,1:16,song,2026-02-19T14:36:30.481151,,,
188177,Buteo platypterus,Broad-winged Hawk,Colombia,"Libano, Tolima",4.9087,,2013-12-12,15:30,Jeisson Poveda,B,0:45,call,2026-02-19T14:36:32.481699,,,
59938,Setophaga caerulescens,Black-throated Blue Warbler,United States,"Cherohala Skyway, Grassy Gap, Cherokee National Forest, Tennessee",35.3572,,2010-08-01,2:00pm,Mike Nelson,B,0:02,song,2026-02-19T14:36:34.310277,,,
181474,Myiarchus cinerascens,Ash-throated Flycatcher,United States,"FR201, Lower Elevation, Slate Creek Divide, Maricopa County, Arizona",33.9887,,2014-06-07,05:05,Tim Marquardt,A,0:33,call,2026-02-19T14:36:36.475808,,,
277676,Anthus rubescens,Buff-bellied Pipit,United States,"Beartooth Pass area, Park County, Wyoming",44.9977,,2015-06-03,06:39,Paul Marvin,A,0:14,call,2026-02-19T14:36:38.330952,,,
498256,Riparia riparia,Sand Martin,Russian Federation,"Cheboksarskiy Rayon, Chuvashia",55.9804,,2019-07-15,10:30,Albert Lastukhin,B,0:55,"alarm call, flight call",2026-02-19T14:36:40.422123,,,
133500,Vermivora cyanoptera,Blue-winged Warbler,United States,"Road near Brinton Brook Sanctuary, Croton, New York",41.2042,,2013-05-04,9:20,Daniel Parker,C,0:25,song,2026-02-19T14:36:42.831475,,,
155440,Corvus brachyrhynchos,American Crow,United States,"Powderhorn Park, Minneapolis, Hennepin, Minnesota",44.942,,2013-11-08,14:02,Jonathon Jongsma,A,3:20,call,2026-02-19T14:36:44.699823,,,
313680,Spinus tristis,American Goldfinch,United States,"Marsh View, Oakland County, Michigan",42.7721,,2016-04-15,10:00,Antonio Xeira,B,0:09,song,2026-02-19T14:36:46.578438,,,
315780,Polioptila caerulea,Blue-grey Gnatcatcher,United States,"Poway, San Diego County, California",33.0163,,2016-04-23,18:11,Joshua Jaeger,A,0:16,song,2026-02-19T14:36:50.081156,,,
368283,Pheucticus melanocephalus,Black-headed Grosbeak,United States,"Bobelaine Sanctuary, Sutter County, California",38.9295,,2017-05-07,08:00,Jim Holmes,A,1:01,song,2026-02-19T14:36:52.241734,,,
452980,Chroicocephalus philadelphia,Bonaparte's Gull,United Kingdom,"Erith High Street (Stop F) (near  Erith), Greater London, England",51.4837,,2019-01-21,12:00,Dante Shepherd,A,0:08,call,2026-02-19T14:36:54.155558,,,
418083,Vermivora cyanoptera,Blue-winged Warbler,United States,"Irwin Prairie SNP, Ohio",41.6529,,2018-05-07,20:15,Sue Riffe,B,0:04,song,2026-02-19T14:36:56.020879,,,
486859,Setophaga fusca,Blackburnian Warbler,United States,"Lancy Brook Wetlands Brookline / Mason, Hillsborough County, New Hampshire",42.7463,,2019-05-27,10:00,Christopher McPherson,A,1:36,song,2026-02-19T14:36:57.925021,,,
234524,Strix varia,Barred Owl,United States,"1 (near  Mooringsport), Caddo Parish, Louisiana",32.6724,,2015-04-05,07:02,Terry Davis,C,1:24,"call, duet, duet.",2026-02-19T14:36:59.837878,,,
355195,Poecile atricapillus,Black-capped Chickadee,United States,"New Jersey (near  Matawan), Middlesex County, New Jersey",40.4378,,2017-02-10,10:00,William Whitehead,B,1:19,call,2026-02-19T14:37:01.821873,,,
205391,Pheucticus melanocephalus,Black-headed Grosbeak,United States,"Paradox, Montrose County, Colorado",38.3789,,2014-05-19,12:45,Eric DeFonso,A,0:44,"call, song",2026-02-19T14:37:03.758584,,,
354737,Calypte anna,Anna's Hummingbird,United States,"Klipchuck Campground, Okanogan County, Washington",48.5974,,2015-05-03,07:30,Bruce Lagerquist,B,0:14,display dive,2026-02-19T14:37:05.593384,,,
420842,Spinus tristis,American Goldfinch,United States,"Hector, Schuyler County, New York",42.5285,,2018-06-17,11:30,Meena Haribal,A,0:20,song,2026-02-19T14:37:07.421445,,,
132830,Selasphorus platycercus,Broad-tailed Hummingbird,United States,"Portal, Arizona",31.906,,2011-05-12,13:39,Richard E. Webster,B,0:19,"call, interaction calls",2026-02-19T14:37:09.436983,,,
147289,Dolichonyx oryzivorus,Bobolink,United States,"River Lakes Conservation Area near Viera, Brevard Co, Florida",28.229,,2013-09-04,08:44,Paul Marvin,A,0:18,call,2026-02-19T14:37:11.503558,,,
120855,Psaltriparus minimus,American Bushtit,United States,"Ventura, California",34.2815,,2012-12-27,09:00,Lauren Harter,B,0:52,call,2026-02-19T14:37:13.272292,,,
122824,Myiarchus cinerascens,Ash-throated Flycatcher,United States,"Rodeo, Hidalgo County, New Mexico",31.84,,2012-07-08,07:22,Richard E. Webster,A,1:58,"call, interaction calls",2026-02-19T14:37:15.352812,,,
137605,Polioptila caerulea,Blue-grey Gnatcatcher,United States,"Gill, Franklin, Massachusetts",42.6793,,2013-05-06,12:00,Ezekiel S. Jakub,B,0:15,song,2026-02-19T14:37:17.198929,,,
380014,Riparia riparia,Sand Martin,Switzerland,"Müntschemier, Erlach, Bern",46.9986,,2017-07-08,07:30,Jerome Fischer,B,0:28,flight call,2026-02-19T14:37:19.187525,,,
179830,Coccyzus erythropthalmus,Black-billed Cuckoo,United States,"Sandyston, Sussex County, New Jersey",41.186,,2014-05-15,11:30,Dan Lane,B,1:03,song,2026-02-19T14:37:21.121122,,,
389693,Strix varia,Barred Owl,United States,"Concord, Merrimack County, New Hampshire",43.1939,,2017-10-02,03:30,Robin Feustel,C,6:40,song,2026-02-19T14:37:23.031424,,,
256896,Icterus bullockii,Bullock's Oriole,United States,"Portal, Arizona",31.906,,2009-05-23,06:46,Richard E. Webster,B,1:16,call,2026-02-19T14:37:24.881309,,,
382730,Sayornis nigricans,Black Phoebe,Colombia,Vereda La Clara,,,2017-08-11,08:30,Omaira Andrea Restrepo,B,0:39,song,2026-02-19T14:37:26.708819,,,
109666,Psaltriparus minimus,American Bushtit,United States,"McClellan Ranch Preserve, Santa Clara, California",37.3144,,2012-09-05,07:42,Jonathon Jongsma,B,0:44,call,2026-02-19T14:37:28.955322,,,
134874,Empidonax alnorum,Alder Flycatcher,United States,"Grey Cloud Dunes SNA, Washington, Minnesota",44.793,,2013-05-25,8:00,Jonathon Jongsma,B,0:25,call,2026-02-19T14:37:30.870827,,,
319022,Riparia riparia,Sand Martin,Norway,"Tromsø, Troms",69.6034,,2016-05-29,08:30,Stein Ø. Nilsen,B,2:17,"flight call, song",2026-02-19T14:37:32.883885,,,
138068,Scolopax minor,American Woodcock,United States,"Huntingdon Valley, PA",40.1226,,2013-03-16,06:21,Paul Driver,B,0:05,"call, cackle, interactive call in flight",2026-02-19T14:37:34.720066,,,
175254,Spinus tristis,American Goldfinch,United States,"Grey Cloud Dunes SNA, Washington, Minnesota",44.793,,2014-04-18,10:30,Jonathon Jongsma,A,2:24,call,2026-02-19T14:37:39.671813,,,
349692,Archilochus alexandri,Black-chinned Hummingbird,United States,"Skidaway Island, Chatham County, GA USA",31.9237,,2017-01-09,08:30,Russ Wigh,A,0:30,wing-beat,2026-02-19T14:37:41.586429,,,
315312,Icterus galbula,Baltimore Oriole,United States,"Dover, Kent County, Delaware",39.1742,,2016-05-06,09:00,Jerald R,A,0:40,"call, song",2026-02-19T14:37:43.407320,,,
331266,Hirundo rustica,Barn Swallow,France,"Til-Châtel, Côte-d'Or, Bourgogne Franche-Comté",47.52,,2016-08-14,10:00,Gerard OLIVIER,B,1:06,call,2026-02-19T14:37:45.271431,,,
414077,Psaltriparus minimus,American Bushtit,United States,"Mt. Tabor Park, Portland, Multnomah County, Oregon",45.5126,,2018-04-19,14:40,Thomas Magarian,B,0:18,call,2026-02-19T14:37:47.162025,,,
490508,Passerina caerulea,Blue Grosbeak,United States,"Green Valley, Pima County, Arizona",31.798,,2019-08-03,06:08,Phoenix Birder,B,4:26,song,2026-02-19T14:37:48.971108,,,
217851,Thryomanes bewickii,Bewick's Wren,United States,"Laguna Meadows Trail, Big Bend National Park, Brewster Co., Texas",29.2512,,2012-04-07,09:22,Paul Marvin,A,2:32,song,2026-02-19T14:37:51.120872,,,
205284,Setophaga nigrescens,Black-throated Grey Warbler,United States,"Rabbit Valley, Mesa Co., Colorado",39.1717,,2014-05-08,11:56,Eric DeFonso,B,1:05,song,2026-02-19T14:37:53.121042,,,
194885,Mniotilta varia,Black-and-white Warbler,Honduras,Cerritos de Ayasta,13.9282,,2014-08-29,07:30,John van Dort,B,0:55,call,2026-02-19T14:37:55.021446,,,
