recording_id,scientific_name,genus,species,subspecies,english_name,call_type,sex,life_stage,duration_seconds,date,time,country,location,latitude,longitude,altitude,quality,quality_flag,description,license,remarks,background_species,local_file_path,file_exists,status,issue_no_species,issue_no_english_name,issue_no_audio_file,issue_no_duration,issue_no_date,issue_no_time,issue_no_country,issue_no_latitude,issue_no_longitude,issue_no_coordinates,issue_no_quality,issue_scrape_failed,has_critical_issue,has_any_issue,issue_count
XC142186,Setophaga caerulescens,Setophaga,caerulescens,,Black-throated Blue Warbler,song,,,26.89,2013-07-05,06:00,,Rating,45.5087,-73.554,20.0,E,poor,deciduous woodland,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,deciduous woodland,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC142186.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC142218,Strix varia,Strix,varia,,Barred Owl,alarm,,,31.73,2013-07-10,16:00,,Rating,31.9302,-81.0505,0.0,E,poor,"Recording was done with internal mics on Olympus LS10 and amplified for clarity, otherwise no alterations. The bird was small by island standards, but fully feathered and capable of flight, so I cannot attempt to guess at age. It sat (nervously) about 10 meters from a trail in a deciduous tree in a 50 acre wooded habotat where the species is known to breed. It moved once to another tree, continued the 'searching' movements of its body. There was no set interval between vocalizations.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Recording was done with internal mics on Olympus LS10 and amplified for clarity, otherwise no alterations. The bird was small by island standards, but fully feathered and capable of flight, so I cannot attempt to guess at age. It sat (nervously) about 10 meters from a trail in a deciduous tree in a 50 acre wooded habotat where the species is known to breed. It moved once to another tree, continued the 'searching' movements of its body. There was no set interval between vocalizations.",Tufted Titmouse Baeolophus bicolor,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC142218.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC142244,Cyanocitta cristata,Cyanocitta,cristata,,Blue Jay,call,,,45.97,2013-07-08,15:00,,Rating,31.9545,-81.0284,12.0,E,poor,"Only change to original recording is amplification Could not make out the call initially, but finally realized this is a Blue Jay variant vocalization.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Only change to original recording is amplification Could not make out the call initially, but finally realized this is a Blue Jay variant vocalization.",Northern Cardinal Cardinalis cardinalis,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC142244.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC142329,Empidonax alnorum,Empidonax,alnorum,,Alder Flycatcher,call,,,16.62,2010-07-16,07:30,,Rating,44.228,-68.312,0.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC142329.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC142466,Hirundo rustica,Hirundo,rustica,,Barn Swallow,alarm,,,24.69,2013-07-13,14:32,,Rating,39.5224,16.8996,0.0,E,poor,Calls emitted near the nest.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Calls emitted near the nest.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC142466.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC142592,Setophaga ruticilla,Setophaga,ruticilla,,American Redstart,song,,,42.9,2013-07-11,07:25,,Rating,46.745,-89.7754,460.0,E,poor,Singing about 10m above me in small wooded area surrounded by marsh.,Creative Commons Attribution-ShareAlike 3.0,"Singing about 10m above me in small wooded area surrounded by marsh.
Recorded with Olympus LS-10S and homemade parabolic reflector.",Cedar Waxwing Bombycilla cedrorum,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC142592.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC142594,Setophaga fusca,Setophaga,fusca,,Blackburnian Warbler,song,,,16.96,2013-07-11,08:44,,Rating,46.745,-89.7754,460.0,E,poor,Singing from high in Hemlock above the parking lot.,Creative Commons Attribution-ShareAlike 3.0,"Singing from high in Hemlock above the parking lot.
Recorded with Olympus LS-10S and homemade parabolic reflector.",Yellow-bellied Sapsucker Sphyrapicus varius,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC142594.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC142632,Hirundo rustica,Hirundo,rustica,,Barn Swallow,song,,,82.0,2008-08-14,11:00,,Rating,51.0383,3.9184,10.0,E,poor,"Locatie: Kalken dorp, huizen en tuin in woongebied",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Locatie: Kalken dorp, huizen en tuin in woongebied",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC142632.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC142649,Riparia riparia,Riparia,riparia,,Sand Martin,alarm,,,37.76,2013-07-13,09:00,,Rating,46.1374,5.9609,340.0,E,poor,Near breeding site,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Near breeding site,Common Chaffinch Fringilla coelebs,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC142649.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC142650,Riparia riparia,Riparia,riparia,,Sand Martin,alarm,,,29.2,2013-07-13,09:00,,Rating,46.1374,5.9609,340.0,E,poor,Near breeding site.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Near breeding site.,Cirl Bunting Emberiza cirlus,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC142650.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC142722,Setophaga caerulescens,Setophaga,caerulescens,,Black-throated Blue Warbler,song,male,,98.69,2013-07-05,08:30,,Rating,45.1334,-78.1837,460.0,E,poor,"This bird was a hybrid warbler, which based on plumage appears to be a Black-throated Blue x Magnolia hybrid. The bird appeared to be in its first spring based on wear and state of primaries. It was at times attacked by a male Black-throated Blue Warbler; it was ignored by nearby Black-throated Green Warblers. Photos were obtained of the individual.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"This bird was a hybrid warbler, which based on plumage appears to be a Black-throated Blue x Magnolia hybrid. The bird appeared to be in its first spring based on wear and state of primaries. It was at times attacked by a male Black-throated Blue Warbler; it was ignored by nearby Black-throated Green Warblers. Photos were obtained of the individual.",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC142722.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC142731,Hirundo rustica,Hirundo,rustica,,Barn Swallow,song,,,35.5,2007-06-01,18:00,,Rating,51.0383,3.9184,10.0,E,poor,"Locatie: Kalken dorp, huizen en tuin in woongebied",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Locatie: Kalken dorp, huizen en tuin in woongebied",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC142731.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC142977,Hirundo rustica,Hirundo,rustica,,Barn Swallow,song,,,34.99,2006-06-22,09:00,,Rating,51.0383,3.9184,10.0,E,poor,"Locatie: Kalken dorp, tuin in woongebied",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Locatie: Kalken dorp, tuin in woongebied",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC142977.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC143748,Mniotilta varia,Mniotilta,varia,,Black-and-white Warbler,begging,,juvenile,22.88,2011-07-17,07:30,,Rating,44.4584,-68.9242,10.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC143748.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC143934,Buteo platypterus,Buteo,platypterus,,Broad-winged Hawk,flight,,,9.62,2013-07-24,1:15,,Rating,43.6764,-73.7494,,E,poor,"Not great, but all I could get.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Not great, but all I could get.",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC143934.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC143936,Vireo solitarius,Vireo,solitarius,,Blue-headed Vireo,song,,,36.85,2013-07-16,10:00,,Rating,43.6764,-73.7494,,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC143936.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC143939,Setophaga virens,Setophaga,virens,,Black-throated Green Warbler,song,,,72.67,2013-07-16,6:00,,Rating,43.6764,-73.7494,,E,poor,The first time I've seen one of these near here in about 3 years.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,The first time I've seen one of these near here in about 3 years.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC143939.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC144024,Megaceryle alcyon,Megaceryle,alcyon,,Belted Kingfisher,call,male,,4.22,2012-06-07,10:20,,Rating,48.616,-95.129,380.0,E,poor,natural vocalization; call from a male bird flying over a large wetland adjacent to open fields and some mixed forest.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,natural vocalization; call from a male bird flying over a large wetland adjacent to open fields and some mixed forest.,Common Gull Larus canus,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC144024.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC144069,Polioptila caerulea,Polioptila,caerulea,,Blue-grey Gnatcatcher,song,male,,68.88,2013-04-13,10:30,,Rating,29.2164,-103.3587,1300.0,E,poor,natural vocalization; 'complex' song from a male bird moving low through mesquite and creosote bushes in a rocky desert draw.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,natural vocalization; 'complex' song from a male bird moving low through mesquite and creosote bushes in a rocky desert draw.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC144069.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC144071,Setophaga nigrescens,Setophaga,nigrescens,,Black-throated Grey Warbler,begging,,,28.97,2013-07-28,12:48,,Rating,34.25,-117.6356,1500.0,E,poor,Fledgling black-throated gray warbler begging. The young bird is fed by one of its parents 35 seconds into the recording. The birds were in canyon live oaks near a creek. Photographed. We watched them at a range of as little as 3 meters. They were moving around a lot between about 1/2 meter to 2 meters above the ground. The parent did not vocalize.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Fledgling black-throated gray warbler begging. The young bird is fed by one of its parents 35 seconds into the recording. The birds were in canyon live oaks near a creek. Photographed. We watched them at a range of as little as 3 meters. They were moving around a lot between about 1/2 meter to 2 meters above the ground. The parent did not vocalize.
Other trees in the area: incense cedar, white alder, bigcone Douglas fir, California bigleaf maple, chaparral species such as yucca, manzanita, and s",Blue-grey Gnatcatcher Polioptila caerulea,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC144071.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC144072,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,25.57,2013-05-04,13:38,,Rating,34.7434,-118.2005,700.0,E,poor,Sage sparrow seen and heard singing on the north side of Apollo Park on a very windy day. This bird was recorded only about 30 km north of the southern edge of the range of this subspecies (sage sparrows that breed farther south in this area are from the belli subspecies).,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Sage sparrow seen and heard singing on the north side of Apollo Park on a very windy day. This bird was recorded only about 30 km north of the southern edge of the range of this subspecies (sage sparrows that breed farther south in this area are from the belli subspecies).
Photographed.
The bird was in native, western Mojave Desert vegetation about 1.5 meters above the ground only a few tens of meters from non-native Aleppo Pines in Apollo Park. It was singing from the top of a bush.
Modificatio",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC144072.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC144080,Strix varia,Strix,varia,,Barred Owl,song,"male, female",,9.26,2013-07-29,22:00,,Rating,35.6078,-83.447,1600.0,E,poor,Male and female close on either side of the road in Fraser Fir and Birch habitat. A Northern Saw Whet Owl had been calling close by.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Male and female close on either side of the road in Fraser Fir and Birch habitat. A Northern Saw Whet Owl had been calling close by.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC144080.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC144101,Calypte anna,Calypte,anna,,Anna's Hummingbird,,male,adult,30.07,2013-03-22,09:00,,Rating,34.285,-114.069,150.0,E,poor,Adult male performing dive display,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Adult male performing dive display,Lucy's Warbler Leiothlypis luciae,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC144101.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC144540,Anthus rubescens,Anthus,rubescens,,Buff-bellied Pipit,flight,,,12.98,2013-05-01,07:00,,Rating,39.0693,118.2113,0.0,E,poor,high flying migrant,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,high flying migrant,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC144540.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC144655,Toxostoma rufum,Toxostoma,rufum,,Brown Thrasher,begging,,juvenile,18.6,2013-08-10,07:00,,Rating,40.1175,-75.0627,40.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC144655.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC144658,Toxostoma rufum,Toxostoma,rufum,,Brown Thrasher,begging,,juvenile,67.84,2013-08-10,07:00,,Rating,40.1175,-75.0627,40.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC144658.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC144664,Poecile atricapillus,Poecile,atricapillus,,Black-capped Chickadee,song,,,34.8,2013-07-18,07:10,,Rating,44.257,-68.389,0.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC144664.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC144666,Setophaga ruticilla,Setophaga,ruticilla,,American Redstart,song,male,,18.22,2013-07-18,07:50,,Rating,44.257,-68.389,0.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC144666.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC144672,Empidonax alnorum,Empidonax,alnorum,,Alder Flycatcher,call,,,312.62,2013-07-18,06:50,,Rating,44.257,-68.389,0.0,E,poor,"various calls, including ""complex"" calls, possibly serving a song function",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"various calls, including ""complex"" calls, possibly serving a song function",Tennessee Warbler Leiothlypis peregrina,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC144672.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC144674,Empidonax alnorum,Empidonax,alnorum,,Alder Flycatcher,call,,,46.45,2013-07-16,06:20,,Rating,44.228,-68.312,0.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC144674.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC144675,Empidonax alnorum,Empidonax,alnorum,,Alder Flycatcher,call,,,84.45,2013-07-18,06:20,,Rating,44.228,-68.312,0.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC144675.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC144676,Setophaga virens,Setophaga,virens,,Black-throated Green Warbler,begging,,juvenile,76.04,2013-07-16,06:45,,Rating,44.228,-68.312,0.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC144676.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC144696,Mniotilta varia,Mniotilta,varia,,Black-and-white Warbler,song,,,31.31,2013-07-14,08:42,,Rating,44.4584,-68.9242,10.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC144696.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC144899,Cyanocitta cristata,Cyanocitta,cristata,,Blue Jay,call,,,4.64,2013-08-06,06:29,,Rating,46.8256,-64.9102,10.0,E,poor,Two individuals preening in a parking lot. Habitat: mature mixed forest.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Two individuals preening in a parking lot. Habitat: mature mixed forest.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC144899.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC145054,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,5.46,2013-04-24,16:00,,Rating,35.3064,-120.8666,30.0,E,poor,"Recorded on an Iphone 3G. Moderate wind. Recording trimmed and amplified (by a factor of 6) by Lance Benner. Bird was on territory in breeding habitat, mixed Lupinus-Ericameria dune scrub at base of Morro spit/Sharks Inlet. Isolated coastal population of belli (others just inland occur in foothill chamise chaparral).",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Recorded on an Iphone 3G. Moderate wind. Recording trimmed and amplified (by a factor of 6) by Lance Benner. Bird was on territory in breeding habitat, mixed Lupinus-Ericameria dune scrub at base of Morro spit/Sharks Inlet. Isolated coastal population of belli (others just inland occur in foothill chamise chaparral).",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC145054.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC145055,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,5.66,2013-04-24,16:00,,Rating,35.3064,-120.8666,30.0,E,poor,"Recorded on an Iphone 3G. Moderate wind. Recording trimmed and amplified (by a factor of 6) by Lance Benner. Bird was on territory in breeding habitat, mixed Lupinus-Ericameria dune scrub at base of Morro spit/Sharks Inlet. Isolated coastal population of belli (others just inland occur in foothill chamise chaparral).",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Recorded on an Iphone 3G. Moderate wind. Recording trimmed and amplified (by a factor of 6) by Lance Benner. Bird was on territory in breeding habitat, mixed Lupinus-Ericameria dune scrub at base of Morro spit/Sharks Inlet. Isolated coastal population of belli (others just inland occur in foothill chamise chaparral).",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC145055.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC146080,Pheucticus melanocephalus,Pheucticus,melanocephalus,,Black-headed Grosbeak,song,,,37.3,2013-06-13,07:24,,Rating,39.6294,-120.2859,1600.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,California Scrub Jay Aphelocoma californica,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC146080.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC146082,Pheucticus melanocephalus,Pheucticus,melanocephalus,,Black-headed Grosbeak,song,,,3.89,2013-06-13,7:24,,Rating,39.6294,-120.2859,1600.0,E,poor,Begining of song might be cut off.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Begining of song might be cut off.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC146082.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC146083,Pheucticus melanocephalus,Pheucticus,melanocephalus,,Black-headed Grosbeak,song,,,10.08,2013-06-13,07:25,,Rating,39.6294,-120.2859,1600.0,E,poor,"First song good quality, second likely same bird but at a distance after if flew off. Originally mis-IDd as a Western Tanager, which was recorded moments before this sound-alike. Thanks Tayler.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"First song good quality, second likely same bird but at a distance after if flew off. Originally mis-IDd as a Western Tanager, which was recorded moments before this sound-alike. Thanks Tayler.",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC146083.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC146086,Molothrus ater,Molothrus,ater,,Brown-headed Cowbird,call,,,7.23,2013-06-13,08:31,,Rating,39.6294,-120.2859,1600.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,Western Wood Pewee Contopus sordidulus,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC146086.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC146148,Amphispiza bilineata,Amphispiza,bilineata,,Black-throated Sparrow,call,,,19.34,2013-04-19,08:20,,Rating,33.2808,-116.4337,400.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC146148.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC146167,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,64.58,2013-04-26,09:15,,Rating,32.7963,-116.48,1400.0,E,poor,Bell's Sparrow,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Bell's Sparrow,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC146167.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC146297,Turdus migratorius,Turdus,migratorius,,American Robin,call,,,16.11,2013-06-14,10:54,,Rating,39.6564,-120.5342,2100.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,species (XC146297),C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC146297.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC146599,Selasphorus platycercus,Selasphorus,platycercus,,Broad-tailed Hummingbird,call,"male, female",,43.83,2013-08-24,09:30,,Rating,35.1592,-111.6557,2100.0,E,poor,"Natural calls from two female-plumaged birds foraging on red tubular flowers amid Ponderosa Pine parkland, then engaging in a chase, after which one departed and the remaining bird returned to feeding. The wingbeats at 0:37 are from a Colaptes that flushed from the ground nearby. Unfortunate buzzing feedback near start of recording.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Natural calls from two female-plumaged birds foraging on red tubular flowers amid Ponderosa Pine parkland, then engaging in a chase, after which one departed and the remaining bird returned to feeding. The wingbeats at 0:37 are from a Colaptes that flushed from the ground nearby. Unfortunate buzzing feedback near start of recording.",Brown Creeper Certhia americana,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC146599.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC146604,Selasphorus platycercus,Selasphorus,platycercus,,Broad-tailed Hummingbird,call,"male, female",,68.47,2013-08-24,17:00,,Rating,35.1592,-111.6557,2100.0,E,poor,Natural calls by a perched female-plumaged bird about 2m up on dead pine branch in Ponderosa Pine parkland.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Natural calls by a perched female-plumaged bird about 2m up on dead pine branch in Ponderosa Pine parkland.,American Crow Corvus brachyrhynchos,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC146604.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC147059,Polioptila caerulea,Polioptila,caerulea,,Blue-grey Gnatcatcher,call,,,8.72,2013-09-08,16:00,,Rating,18.0188,-94.4079,30.0,E,poor,Calling after a Pygmy owl,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Calling after a Pygmy owl,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC147059.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC147067,Setophaga caerulescens,Setophaga,caerulescens,,Black-throated Blue Warbler,flight,,,19.65,2013-09-05,06:30,,Rating,41.4914,-71.0393,0.0,E,poor,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC147067.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC147069,Calidris bairdii,Calidris,bairdii,,Baird's Sandpiper,call,,,8.5,2013-08-22,07:10,,Rating,-18.0427,-67.0846,3700.0,E,poor,natural vocalization; 'whistle' calls from a single bird at very close range perched at the edge of the lake.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,natural vocalization; 'whistle' calls from a single bird at very close range perched at the edge of the lake.,none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC147069.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
XC147070,Calidris bairdii,Calidris,bairdii,,Baird's Sandpiper,call,,,6.06,2013-08-22,07:10,,Rating,-18.0427,-67.0846,3700.0,E,poor,"natural vocalization; typical flight calls from a bird flying by at very close range along the edge of the lake, and a couple of 'whistle' calls from another bird perched, also at very close range.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"natural vocalization; typical flight calls from a bird flying by at very close range along the edge of the lake, and a couple of 'whistle' calls from another bird perched, also at very close range.",none,C:\Users\prana\OneDrive\Desktop\ML Conf-BioFSL\01_Raw_Data\Audio_Recordings\XCXC147070.wav,False,success,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
