recording_id,filename,duration_sec,original_sample_rate,original_channels,format,valid,error
XC178481,XC178481.wav,17.26,32000,1,WAV,True,
XC178485,XC178485.wav,31.19,32000,1,WAV,True,
XC178528,XC178528.wav,224.96,32000,1,WAV,True,
XC178552,XC178552.wav,13.89,32000,1,WAV,True,
XC178674,XC178674.wav,17.57,32000,1,WAV,True,
XC178760,XC178760.wav,7.82,32000,1,WAV,True,
XC178761,XC178761.wav,30.41,32000,1,WAV,True,
XC178762,XC178762.wav,79.47,32000,1,WAV,True,
XC178778,XC178778.wav,95.81,32000,1,WAV,True,
XC178779,XC178779.wav,96.13,32000,1,WAV,True,
XC178840,XC178840.wav,248.12,32000,1,WAV,True,
XC178886,XC178886.wav,40.91,32000,1,WAV,True,
XC179043,XC179043.wav,10.42,32000,1,WAV,True,
XC179064,XC179064.wav,46.0,32000,1,WAV,True,
XC179074,XC179074.wav,22.16,32000,1,WAV,True,
XC179086,XC179086.wav,107.94,32000,1,WAV,True,
XC179092,XC179092.wav,8.13,32000,1,WAV,True,
XC179095,XC179095.wav,69.86,32000,1,WAV,True,
XC179124,XC179124.wav,180.43,32000,1,WAV,True,
XC179175,XC179175.wav,15.94,32000,1,WAV,True,
XC179178,XC179178.wav,10.94,32000,1,WAV,True,
XC179185,XC179185.wav,54.61,32000,1,WAV,True,
XC179188,XC179188.wav,41.12,32000,1,WAV,True,
XC179304,XC179304.wav,30.94,32000,1,WAV,True,
XC179305,XC179305.wav,24.67,32000,1,WAV,True,
XC179362,XC179362.wav,55.37,32000,1,WAV,True,
XC179417,XC179417.wav,12.91,32000,1,WAV,True,
XC179466,XC179466.wav,28.03,32000,1,WAV,True,
XC179489,XC179489.wav,17.06,32000,1,WAV,True,
XC179578,XC179578.wav,6.32,32000,1,WAV,True,
XC179600,XC179600.wav,39.78,32000,1,WAV,True,
XC179630,XC179630.wav,9.26,32000,1,WAV,True,
XC179631,XC179631.wav,32.11,32000,1,WAV,True,
XC179632,XC179632.wav,53.62,32000,1,WAV,True,
XC179643,XC179643.wav,19.14,32000,1,WAV,True,
XC179661,XC179661.wav,37.44,32000,1,WAV,True,
XC179673,XC179673.wav,73.67,32000,1,WAV,True,
XC179708,XC179708.wav,34.99,32000,1,WAV,True,
XC179713,XC179713.wav,67.82,32000,1,WAV,True,
XC179717,XC179717.wav,36.45,32000,1,WAV,True,
XC179727,XC179727.wav,26.54,32000,1,WAV,True,
XC179730,XC179730.wav,132.19,32000,1,WAV,True,
XC179792,XC179792.wav,40.1,32000,1,WAV,True,
XC179806,XC179806.wav,29.02,32000,1,WAV,True,
XC179810,XC179810.wav,32.35,32000,1,WAV,True,
XC179812,XC179812.wav,13.7,32000,1,WAV,True,
XC179829,XC179829.wav,93.96,32000,1,WAV,True,
XC179830,XC179830.wav,63.48,32000,1,WAV,True,
XC179841,XC179841.wav,6.34,32000,1,WAV,True,
XC179845,XC179845.wav,8.53,32000,1,WAV,True,
XC179912,XC179912.wav,12.59,32000,1,WAV,True,
XC179959,XC179959.wav,60.56,32000,1,WAV,True,
XC179960,XC179960.wav,18.42,32000,1,WAV,True,
XC179961,XC179961.wav,21.6,32000,1,WAV,True,
XC179962,XC179962.wav,80.66,32000,1,WAV,True,
XC180072,XC180072.wav,63.49,32000,1,WAV,True,
XC180074,XC180074.wav,29.34,32000,1,WAV,True,
XC180075,XC180075.wav,30.58,32000,1,WAV,True,
XC180077,XC180077.wav,127.06,32000,1,WAV,True,
XC180081,XC180081.wav,98.37,32000,1,WAV,True,
XC180091,XC180091.wav,85.98,32000,1,WAV,True,
XC180092,XC180092.wav,114.14,32000,1,WAV,True,
XC180093,XC180093.wav,4.15,32000,1,WAV,True,
XC180230,XC180230.wav,17.69,32000,1,WAV,True,
XC180259,XC180259.wav,23.22,32000,1,WAV,True,
XC180666,XC180666.wav,42.92,32000,1,WAV,True,
XC180679,XC180679.wav,48.07,32000,1,WAV,True,
XC181121,XC181121.wav,13.51,32000,1,WAV,True,
XC181184,XC181184.wav,5.42,32000,1,WAV,True,
XC181382,XC181382.wav,48.59,32000,1,WAV,True,
XC181408,XC181408.wav,13.68,32000,1,WAV,True,
XC181417,XC181417.wav,8.4,32000,1,WAV,True,
XC181473,XC181473.wav,15.66,32000,1,WAV,True,
XC181474,XC181474.wav,33.49,32000,1,WAV,True,
XC181479,XC181479.wav,54.38,32000,1,WAV,True,
XC181482,XC181482.wav,16.46,32000,1,WAV,True,
XC181484,XC181484.wav,20.4,32000,1,WAV,True,
XC181497,XC181497.wav,36.75,32000,1,WAV,True,
XC181621,XC181621.wav,31.9,32000,1,WAV,True,
XC181640,XC181640.wav,75.9,32000,1,WAV,True,
XC181749,XC181749.wav,57.01,32000,1,WAV,True,
XC181750,XC181750.wav,29.04,32000,1,WAV,True,
XC181751,XC181751.wav,12.64,32000,1,WAV,True,
XC181752,XC181752.wav,40.74,32000,1,WAV,True,
XC181785,XC181785.wav,12.78,32000,1,WAV,True,
XC181956,XC181956.wav,109.16,32000,1,WAV,True,
XC182069,XC182069.wav,73.46,32000,1,WAV,True,
XC182071,XC182071.wav,38.45,32000,1,WAV,True,
XC182073,XC182073.wav,95.21,32000,1,WAV,True,
XC182078,XC182078.wav,129.7,32000,1,WAV,True,
XC182150,XC182150.wav,3.6,32000,1,WAV,True,
XC182168,XC182168.wav,9.14,32000,1,WAV,True,
XC182171,XC182171.wav,28.78,32000,1,WAV,True,
XC182406,XC182406.wav,10.06,32000,1,WAV,True,
XC182422,XC182422.wav,91.53,32000,1,WAV,True,
XC182546,XC182546.wav,100.21,32000,1,WAV,True,
XC182674,XC182674.wav,18.9,32000,1,WAV,True,
XC182675,XC182675.wav,48.42,32000,1,WAV,True,
XC182677,XC182677.wav,6.67,32000,1,WAV,True,
XC182680,XC182680.wav,67.17,32000,1,WAV,True,
XC182683,XC182683.wav,14.88,32000,1,WAV,True,
XC182689,XC182689.wav,18.93,32000,1,WAV,True,
XC182735,XC182735.wav,73.15,32000,1,WAV,True,
XC183136,XC183136.wav,35.65,32000,1,WAV,True,
XC183138,XC183138.wav,102.02,32000,1,WAV,True,
XC183235,XC183235.wav,13.58,32000,1,WAV,True,
XC183280,XC183280.wav,3.19,32000,1,WAV,True,
XC183334,XC183334.wav,3.73,32000,1,WAV,True,
XC183352,XC183352.wav,17.76,32000,1,WAV,True,
XC183357,XC183357.wav,93.57,32000,1,WAV,True,
XC183408,XC183408.wav,12.59,32000,1,WAV,True,
XC183576,XC183576.wav,78.93,32000,1,WAV,True,
XC183580,XC183580.wav,17.28,32000,1,WAV,True,
XC183590,XC183590.wav,61.42,32000,1,WAV,True,
XC183621,XC183621.wav,9.62,32000,1,WAV,True,
XC183675,XC183675.wav,39.3,32000,1,WAV,True,
XC183801,XC183801.wav,10.02,32000,1,WAV,True,
XC183802,XC183802.wav,4.97,32000,1,WAV,True,
XC184213,XC184213.wav,33.89,32000,1,WAV,True,
XC184306,XC184306.wav,33.16,32000,1,WAV,True,
XC184443,XC184443.wav,12.2,32000,1,WAV,True,
XC184444,XC184444.wav,8.27,32000,1,WAV,True,
XC184445,XC184445.wav,33.11,32000,1,WAV,True,
XC184458,XC184458.wav,114.11,32000,1,WAV,True,
XC184471,XC184471.wav,50.86,32000,1,WAV,True,
XC184516,XC184516.wav,4.14,32000,1,WAV,True,
XC184627,XC184627.wav,11.44,32000,1,WAV,True,
XC184645,XC184645.wav,36.5,32000,1,WAV,True,
XC184648,XC184648.wav,31.67,32000,1,WAV,True,
XC184650,XC184650.wav,5.23,32000,1,WAV,True,
XC184710,XC184710.wav,63.26,32000,1,WAV,True,
XC184711,XC184711.wav,2.1,32000,1,WAV,True,
XC184876,XC184876.wav,114.66,32000,1,WAV,True,
XC184879,XC184879.wav,72.58,32000,1,WAV,True,
XC184881,XC184881.wav,42.85,32000,1,WAV,True,
XC184882,XC184882.wav,114.13,32000,1,WAV,True,
XC184962,XC184962.wav,17.42,32000,1,WAV,True,
XC184964,XC184964.wav,153.52,32000,1,WAV,True,
XC184967,XC184967.wav,19.71,32000,1,WAV,True,
XC184981,XC184981.wav,20.77,32000,1,WAV,True,
XC184982,XC184982.wav,16.51,32000,1,WAV,True,
XC184985,XC184985.wav,38.32,32000,1,WAV,True,
XC184991,XC184991.wav,121.25,32000,1,WAV,True,
XC184993,XC184993.wav,23.95,32000,1,WAV,True,
XC185115,XC185115.wav,13.82,32000,1,WAV,True,
XC185157,XC185157.wav,28.36,32000,1,WAV,True,
XC185161,XC185161.wav,22.19,32000,1,WAV,True,
XC185245,XC185245.wav,14.43,32000,1,WAV,True,
XC185324,XC185324.wav,18.62,32000,1,WAV,True,
XC185335,XC185335.wav,17.97,32000,1,WAV,True,
XC185513,XC185513.wav,25.74,32000,1,WAV,True,
XC185518,XC185518.wav,121.65,32000,1,WAV,True,
XC185521,XC185521.wav,117.59,32000,1,WAV,True,
XC185528,XC185528.wav,70.03,32000,1,WAV,True,
XC185568,XC185568.wav,26.54,32000,1,WAV,True,
XC185570,XC185570.wav,14.8,32000,1,WAV,True,
XC185620,XC185620.wav,10.85,32000,1,WAV,True,
XC185621,XC185621.wav,8.96,32000,1,WAV,True,
XC185622,XC185622.wav,15.22,32000,1,WAV,True,
XC185623,XC185623.wav,11.57,32000,1,WAV,True,
XC185624,XC185624.wav,13.33,32000,1,WAV,True,
XC185812,XC185812.wav,32.51,32000,1,WAV,True,
XC185814,XC185814.wav,41.12,32000,1,WAV,True,
XC185815,XC185815.wav,27.87,32000,1,WAV,True,
XC185817,XC185817.wav,44.88,32000,1,WAV,True,
XC185819,XC185819.wav,30.32,32000,1,WAV,True,
XC185821,XC185821.wav,3.82,32000,1,WAV,True,
XC186284,XC186284.wav,21.65,32000,1,WAV,True,
XC186306,XC186306.wav,55.82,32000,1,WAV,True,
XC186308,XC186308.wav,10.94,32000,1,WAV,True,
XC186365,XC186365.wav,14.26,32000,1,WAV,True,
XC186366,XC186366.wav,55.3,32000,1,WAV,True,
XC186367,XC186367.wav,61.86,32000,1,WAV,True,
XC186368,XC186368.wav,142.18,32000,1,WAV,True,
XC186399,XC186399.wav,155.5,32000,1,WAV,True,
XC186401,XC186401.wav,35.34,32000,1,WAV,True,
XC186652,XC186652.wav,38.05,32000,1,WAV,True,
XC186654,XC186654.wav,15.92,32000,1,WAV,True,
XC187320,XC187320.wav,9.39,32000,1,WAV,True,
XC187408,XC187408.wav,8.94,32000,1,WAV,True,
XC187409,XC187409.wav,66.1,32000,1,WAV,True,
XC187411,XC187411.wav,15.65,32000,1,WAV,True,
XC187481,XC187481.wav,26.87,32000,1,WAV,True,
XC187605,XC187605.wav,99.06,32000,1,WAV,True,
XC187606,XC187606.wav,38.88,32000,1,WAV,True,
XC187607,XC187607.wav,37.2,32000,1,WAV,True,
XC187608,XC187608.wav,105.52,32000,1,WAV,True,
XC187609,XC187609.wav,142.88,32000,1,WAV,True,
XC187634,XC187634.wav,103.18,32000,1,WAV,True,
XC187635,XC187635.wav,6.71,32000,1,WAV,True,
XC187636,XC187636.wav,41.25,32000,1,WAV,True,
XC187637,XC187637.wav,82.52,32000,1,WAV,True,
XC187659,XC187659.wav,83.4,32000,1,WAV,True,
XC187660,XC187660.wav,51.52,32000,1,WAV,True,
XC187661,XC187661.wav,48.83,32000,1,WAV,True,
XC187663,XC187663.wav,40.29,32000,1,WAV,True,
XC187665,XC187665.wav,66.32,32000,1,WAV,True,
XC187783,XC187783.wav,32.82,32000,1,WAV,True,
XC187980,XC187980.wav,18.08,32000,1,WAV,True,
XC188038,XC188038.wav,16.93,32000,1,WAV,True,
XC188112,XC188112.wav,42.7,32000,1,WAV,True,
XC188115,XC188115.wav,88.18,32000,1,WAV,True,
XC188119,XC188119.wav,42.75,32000,1,WAV,True,
XC188122,XC188122.wav,160.03,32000,1,WAV,True,
XC188123,XC188123.wav,60.74,32000,1,WAV,True,
XC188125,XC188125.wav,107.7,32000,1,WAV,True,
XC188127,XC188127.wav,97.67,32000,1,WAV,True,
XC188128,XC188128.wav,50.8,32000,1,WAV,True,
XC188130,XC188130.wav,33.57,32000,1,WAV,True,
XC188177,XC188177.wav,45.14,32000,1,WAV,True,
XC188274,XC188274.wav,27.3,32000,1,WAV,True,
XC188377,XC188377.wav,76.67,32000,1,WAV,True,
XC188430,XC188430.wav,6.19,32000,1,WAV,True,
XC188432,XC188432.wav,11.17,32000,1,WAV,True,
XC188434,XC188434.wav,39.95,32000,1,WAV,True,
XC188493,XC188493.wav,29.86,32000,1,WAV,True,
XC188494,XC188494.wav,14.24,32000,1,WAV,True,
XC188495,XC188495.wav,46.51,32000,1,WAV,True,
XC188511,XC188511.wav,58.04,32000,1,WAV,True,
XC188539,XC188539.wav,87.69,32000,1,WAV,True,
XC188542,XC188542.wav,165.03,32000,1,WAV,True,
XC188601,XC188601.wav,11.16,32000,1,WAV,True,
XC188668,XC188668.wav,34.46,32000,1,WAV,True,
XC188671,XC188671.wav,69.91,32000,1,WAV,True,
XC188782,XC188782.wav,10.66,32000,1,WAV,True,
XC188783,XC188783.wav,23.54,32000,1,WAV,True,
XC188784,XC188784.wav,25.07,32000,1,WAV,True,
XC188785,XC188785.wav,21.04,32000,1,WAV,True,
XC188788,XC188788.wav,62.37,32000,1,WAV,True,
XC188813,XC188813.wav,55.73,32000,1,WAV,True,
XC188842,XC188842.wav,73.52,32000,1,WAV,True,
XC188905,XC188905.wav,165.23,32000,1,WAV,True,
XC189042,XC189042.wav,19.2,32000,1,WAV,True,
XC189043,XC189043.wav,42.63,32000,1,WAV,True,
XC189044,XC189044.wav,130.02,32000,1,WAV,True,
XC189045,XC189045.wav,69.51,32000,1,WAV,True,
XC189057,XC189057.wav,73.22,32000,1,WAV,True,
XC189058,XC189058.wav,12.27,32000,1,WAV,True,
XC189079,XC189079.wav,21.82,32000,1,WAV,True,
XC189262,XC189262.wav,31.76,32000,1,WAV,True,
XC189263,XC189263.wav,59.25,32000,1,WAV,True,
XC189264,XC189264.wav,78.04,32000,1,WAV,True,
XC189265,XC189265.wav,57.6,32000,1,WAV,True,
XC189266,XC189266.wav,188.35,32000,1,WAV,True,
XC189267,XC189267.wav,59.22,32000,1,WAV,True,
XC189268,XC189268.wav,12.69,32000,1,WAV,True,
XC189269,XC189269.wav,206.69,32000,1,WAV,True,
XC189413,XC189413.wav,51.14,32000,1,WAV,True,
XC189414,XC189414.wav,119.97,32000,1,WAV,True,
XC189589,XC189589.wav,46.96,32000,1,WAV,True,
XC189590,XC189590.wav,141.92,32000,1,WAV,True,
XC189592,XC189592.wav,5.63,32000,1,WAV,True,
XC189630,XC189630.wav,78.72,32000,1,WAV,True,
XC189808,XC189808.wav,39.39,32000,1,WAV,True,
XC189951,XC189951.wav,11.06,32000,1,WAV,True,
XC189956,XC189956.wav,19.41,32000,1,WAV,True,
XC189972,XC189972.wav,51.9,32000,1,WAV,True,
XC189973,XC189973.wav,90.67,32000,1,WAV,True,
XC190058,XC190058.wav,55.98,32000,1,WAV,True,
XC190059,XC190059.wav,93.25,32000,1,WAV,True,
XC190060,XC190060.wav,108.75,32000,1,WAV,True,
XC190061,XC190061.wav,7.01,32000,1,WAV,True,
XC190250,XC190250.wav,1.78,32000,1,WAV,True,
XC190292,XC190292.wav,18.13,32000,1,WAV,True,
XC190659,XC190659.wav,11.78,32000,1,WAV,True,
XC190912,XC190912.wav,128.1,32000,1,WAV,True,
XC190933,XC190933.wav,38.03,32000,1,WAV,True,
XC190934,XC190934.wav,11.46,32000,1,WAV,True,
XC190935,XC190935.wav,26.56,32000,1,WAV,True,
XC190938,XC190938.wav,14.0,32000,1,WAV,True,
XC190939,XC190939.wav,54.18,32000,1,WAV,True,
XC190940,XC190940.wav,22.32,32000,1,WAV,True,
XC190956,XC190956.wav,92.91,32000,1,WAV,True,
XC190957,XC190957.wav,123.86,32000,1,WAV,True,
XC190958,XC190958.wav,160.46,32000,1,WAV,True,
XC190959,XC190959.wav,143.07,32000,1,WAV,True,
XC190960,XC190960.wav,133.92,32000,1,WAV,True,
XC191024,XC191024.wav,8.59,32000,1,WAV,True,
XC191025,XC191025.wav,8.48,32000,1,WAV,True,
XC191378,XC191378.wav,19.85,32000,1,WAV,True,
XC191379,XC191379.wav,24.13,32000,1,WAV,True,
XC191488,XC191488.wav,5.63,32000,1,WAV,True,
XC191543,XC191543.wav,12.34,32000,1,WAV,True,
XC191550,XC191550.wav,60.56,32000,1,WAV,True,
XC191952,XC191952.wav,50.56,32000,1,WAV,True,
XC191954,XC191954.wav,261.46,32000,1,WAV,True,
XC191961,XC191961.wav,12.45,32000,1,WAV,True,
XC191962,XC191962.wav,30.75,32000,1,WAV,True,
XC191963,XC191963.wav,31.9,32000,1,WAV,True,
XC191980,XC191980.wav,313.27,32000,1,WAV,True,
XC191982,XC191982.wav,5.0,32000,1,WAV,True,
XC192011,XC192011.wav,17.28,32000,1,WAV,True,
XC192013,XC192013.wav,33.68,32000,1,WAV,True,
XC192016,XC192016.wav,90.4,32000,1,WAV,True,
XC192018,XC192018.wav,54.74,32000,1,WAV,True,
XC192051,XC192051.wav,44.77,32000,1,WAV,True,
XC192052,XC192052.wav,40.58,32000,1,WAV,True,
XC192053,XC192053.wav,6.51,32000,1,WAV,True,
XC192054,XC192054.wav,24.93,32000,1,WAV,True,
XC192055,XC192055.wav,53.26,32000,1,WAV,True,
XC192056,XC192056.wav,45.26,32000,1,WAV,True,
XC192057,XC192057.wav,17.18,32000,1,WAV,True,
XC192059,XC192059.wav,65.65,32000,1,WAV,True,
XC192060,XC192060.wav,110.48,32000,1,WAV,True,
XC192061,XC192061.wav,65.47,32000,1,WAV,True,
XC192078,XC192078.wav,34.5,32000,1,WAV,True,
XC192082,XC192082.wav,56.29,32000,1,WAV,True,
XC192083,XC192083.wav,8.67,32000,1,WAV,True,
XC192099,XC192099.wav,74.05,32000,1,WAV,True,
XC192236,XC192236.wav,16.08,32000,1,WAV,True,
XC192248,XC192248.wav,106.76,32000,1,WAV,True,
XC192487,XC192487.wav,35.12,32000,1,WAV,True,
XC192488,XC192488.wav,13.87,32000,1,WAV,True,
XC192492,XC192492.wav,88.8,32000,1,WAV,True,
XC193110,XC193110.wav,82.78,32000,1,WAV,True,
XC193111,XC193111.wav,31.71,32000,1,WAV,True,
XC193112,XC193112.wav,28.9,32000,1,WAV,True,
XC193116,XC193116.wav,60.75,32000,1,WAV,True,
XC193127,XC193127.wav,82.83,32000,1,WAV,True,
XC193128,XC193128.wav,72.74,32000,1,WAV,True,
XC193130,XC193130.wav,77.49,32000,1,WAV,True,
XC193134,XC193134.wav,34.8,32000,1,WAV,True,
XC193411,XC193411.wav,89.89,32000,1,WAV,True,
XC193606,XC193606.wav,15.55,32000,1,WAV,True,
XC193659,XC193659.wav,31.56,32000,1,WAV,True,
XC193660,XC193660.wav,13.84,32000,1,WAV,True,
XC193769,XC193769.wav,70.98,32000,1,WAV,True,
XC194079,XC194079.wav,6.48,32000,1,WAV,True,
XC194087,XC194087.wav,70.06,32000,1,WAV,True,
XC194088,XC194088.wav,39.9,32000,1,WAV,True,
XC194718,XC194718.wav,26.62,32000,1,WAV,True,
XC194885,XC194885.wav,55.12,32000,1,WAV,True,
XC195032,XC195032.wav,14.69,32000,1,WAV,True,
XC195303,XC195303.wav,48.49,32000,1,WAV,True,
XC195446,XC195446.wav,28.18,32000,1,WAV,True,
XC195540,XC195540.wav,3.36,32000,1,WAV,True,
XC195541,XC195541.wav,55.78,32000,1,WAV,True,
XC195542,XC195542.wav,46.61,32000,1,WAV,True,
XC195834,XC195834.wav,64.35,32000,1,WAV,True,
XC195835,XC195835.wav,81.38,32000,1,WAV,True,
XC196077,XC196077.wav,425.09,32000,1,WAV,True,
XC196484,XC196484.wav,22.7,32000,1,WAV,True,
XC196488,XC196488.wav,19.59,32000,1,WAV,True,
XC196542,XC196542.wav,1.27,32000,1,WAV,True,
XC196545,XC196545.wav,33.15,32000,1,WAV,True,
XC196673,XC196673.wav,42.26,32000,1,WAV,True,
XC196689,XC196689.wav,9.25,32000,1,WAV,True,
XC196691,XC196691.wav,118.5,32000,1,WAV,True,
XC196699,XC196699.wav,92.73,32000,1,WAV,True,
XC196858,XC196858.wav,11.79,32000,1,WAV,True,
XC197259,XC197259.wav,4.02,32000,1,WAV,True,
XC197260,XC197260.wav,30.3,32000,1,WAV,True,
XC197261,XC197261.wav,41.42,32000,1,WAV,True,
XC197263,XC197263.wav,214.45,32000,1,WAV,True,
XC197272,XC197272.wav,46.42,32000,1,WAV,True,
XC197276,XC197276.wav,24.42,32000,1,WAV,True,
XC197400,XC197400.wav,56.76,32000,1,WAV,True,
XC197638,XC197638.wav,2.8,32000,1,WAV,True,
XC197673,XC197673.wav,15.07,32000,1,WAV,True,
XC198054,XC198054.wav,16.63,32000,1,WAV,True,
XC198175,XC198175.wav,26.77,32000,1,WAV,True,
XC198286,XC198286.wav,148.91,32000,1,WAV,True,
XC198375,XC198375.wav,89.14,32000,1,WAV,True,
XC198397,XC198397.wav,5.95,32000,1,WAV,True,
XC198399,XC198399.wav,60.1,32000,1,WAV,True,
XC198400,XC198400.wav,87.1,32000,1,WAV,True,
XC198499,XC198499.wav,18.87,32000,1,WAV,True,
XC198579,XC198579.wav,25.42,32000,1,WAV,True,
XC198768,XC198768.wav,8.72,32000,1,WAV,True,
XC198784,XC198784.wav,5.31,32000,1,WAV,True,
XC198785,XC198785.wav,0.78,32000,1,WAV,True,
XC198792,XC198792.wav,11.64,32000,1,WAV,True,
XC199326,XC199326.wav,203.43,32000,1,WAV,True,
XC199356,XC199356.wav,28.69,32000,1,WAV,True,
XC199590,XC199590.wav,11.97,32000,1,WAV,True,
XC199663,XC199663.wav,24.91,32000,1,WAV,True,
XC200103,XC200103.wav,6.61,32000,1,WAV,True,
XC200508,XC200508.wav,10.38,32000,1,WAV,True,
XC200509,XC200509.wav,9.57,32000,1,WAV,True,
XC201098,XC201098.wav,45.54,32000,1,WAV,True,
XC201427,XC201427.wav,13.12,32000,1,WAV,True,
XC202027,XC202027.wav,71.49,32000,1,WAV,True,
XC202087,XC202087.wav,7.0,32000,1,WAV,True,
XC202749,XC202749.wav,60.96,32000,1,WAV,True,
XC202805,XC202805.wav,5.49,32000,1,WAV,True,
XC202806,XC202806.wav,25.94,32000,1,WAV,True,
XC202807,XC202807.wav,57.34,32000,1,WAV,True,
XC202808,XC202808.wav,18.43,32000,1,WAV,True,
XC203607,XC203607.wav,8.35,32000,1,WAV,True,
XC203608,XC203608.wav,9.25,32000,1,WAV,True,
XC203709,XC203709.wav,99.69,32000,1,WAV,True,
XC203711,XC203711.wav,6.66,32000,1,WAV,True,
XC203713,XC203713.wav,3.36,32000,1,WAV,True,
XC203714,XC203714.wav,56.26,32000,1,WAV,True,
XC203716,XC203716.wav,4.38,32000,1,WAV,True,
XC203778,XC203778.wav,13.18,32000,1,WAV,True,
XC203984,XC203984.wav,12.36,32000,1,WAV,True,
XC204418,XC204418.wav,3.06,32000,1,WAV,True,
XC205267,XC205267.wav,52.39,32000,1,WAV,True,
XC205284,XC205284.wav,11.7,32000,1,WAV,True,
XC205287,XC205287.wav,47.57,32000,1,WAV,True,
XC205288,XC205288.wav,38.05,32000,1,WAV,True,
XC205289,XC205289.wav,16.82,32000,1,WAV,True,
XC205385,XC205385.wav,180.27,32000,1,WAV,True,
XC205389,XC205389.wav,62.54,32000,1,WAV,True,
XC205391,XC205391.wav,11.57,32000,1,WAV,True,
XC205394,XC205394.wav,7.73,32000,1,WAV,True,
XC205395,XC205395.wav,16.77,32000,1,WAV,True,
XC205420,XC205420.wav,40.35,32000,1,WAV,True,
XC205431,XC205431.wav,166.06,32000,1,WAV,True,
XC205433,XC205433.wav,10.18,32000,1,WAV,True,
XC205468,XC205468.wav,59.76,32000,1,WAV,True,
XC205469,XC205469.wav,35.02,32000,1,WAV,True,
XC205470,XC205470.wav,26.7,32000,1,WAV,True,
XC205473,XC205473.wav,125.7,32000,1,WAV,True,
XC205474,XC205474.wav,34.82,32000,1,WAV,True,
XC205478,XC205478.wav,44.13,32000,1,WAV,True,
XC205480,XC205480.wav,101.38,32000,1,WAV,True,
XC205482,XC205482.wav,12.11,32000,1,WAV,True,
XC205499,XC205499.wav,8.51,32000,1,WAV,True,
XC205514,XC205514.wav,14.58,32000,1,WAV,True,
XC205515,XC205515.wav,37.84,32000,1,WAV,True,
XC205516,XC205516.wav,57.01,32000,1,WAV,True,
XC205522,XC205522.wav,145.44,32000,1,WAV,True,
XC205523,XC205523.wav,3.98,32000,1,WAV,True,
XC205757,XC205757.wav,11.71,32000,1,WAV,True,
XC205758,XC205758.wav,60.5,32000,1,WAV,True,
XC205761,XC205761.wav,63.7,32000,1,WAV,True,
XC205772,XC205772.wav,1.55,32000,1,WAV,True,
XC205773,XC205773.wav,46.47,32000,1,WAV,True,
XC205798,XC205798.wav,127.52,32000,1,WAV,True,
XC205807,XC205807.wav,177.82,32000,1,WAV,True,
XC205869,XC205869.wav,48.66,32000,1,WAV,True,
XC205924,XC205924.wav,19.93,32000,1,WAV,True,
XC205952,XC205952.wav,142.85,32000,1,WAV,True,
XC205982,XC205982.wav,21.17,32000,1,WAV,True,
XC205988,XC205988.wav,207.14,32000,1,WAV,True,
XC206007,XC206007.wav,41.22,32000,1,WAV,True,
XC206008,XC206008.wav,8.43,32000,1,WAV,True,
XC206012,XC206012.wav,11.84,32000,1,WAV,True,
XC206070,XC206070.wav,59.58,32000,1,WAV,True,
XC206082,XC206082.wav,49.68,32000,1,WAV,True,
XC206087,XC206087.wav,3.1,32000,1,WAV,True,
XC206088,XC206088.wav,67.62,32000,1,WAV,True,
XC206090,XC206090.wav,16.75,32000,1,WAV,True,
XC206155,XC206155.wav,27.87,32000,1,WAV,True,
XC206516,XC206516.wav,27.61,32000,1,WAV,True,
XC206849,XC206849.wav,14.05,32000,1,WAV,True,
XC208363,XC208363.wav,30.03,32000,1,WAV,True,
XC208627,XC208627.wav,86.11,32000,1,WAV,True,
XC208934,XC208934.wav,24.98,32000,1,WAV,True,
XC209320,XC209320.wav,9.59,32000,1,WAV,True,
XC209321,XC209321.wav,26.9,32000,1,WAV,True,
XC209341,XC209341.wav,182.2,32000,1,WAV,True,
XC209759,XC209759.wav,77.24,32000,1,WAV,True,
XC209760,XC209760.wav,170.32,32000,1,WAV,True,
XC209874,XC209874.wav,6.0,32000,1,WAV,True,
XC209876,XC209876.wav,19.29,32000,1,WAV,True,
XC209897,XC209897.wav,102.83,32000,1,WAV,True,
XC209898,XC209898.wav,20.21,32000,1,WAV,True,
XC210403,XC210403.wav,40.62,32000,1,WAV,True,
XC210516,XC210516.wav,29.23,32000,1,WAV,True,
XC210518,XC210518.wav,30.8,32000,1,WAV,True,
XC210630,XC210630.wav,22.95,32000,1,WAV,True,
XC210697,XC210697.wav,97.18,32000,1,WAV,True,
XC210732,XC210732.wav,77.54,32000,1,WAV,True,
XC210744,XC210744.wav,26.9,32000,1,WAV,True,
XC210746,XC210746.wav,102.67,32000,1,WAV,True,
XC210754,XC210754.wav,49.3,32000,1,WAV,True,
XC210758,XC210758.wav,8.19,32000,1,WAV,True,
XC210759,XC210759.wav,10.13,32000,1,WAV,True,
XC210760,XC210760.wav,14.48,32000,1,WAV,True,
XC210761,XC210761.wav,49.42,32000,1,WAV,True,
XC210762,XC210762.wav,9.01,32000,1,WAV,True,
XC210764,XC210764.wav,3.52,32000,1,WAV,True,
XC210765,XC210765.wav,82.69,32000,1,WAV,True,
XC210766,XC210766.wav,42.43,32000,1,WAV,True,
XC210768,XC210768.wav,22.82,32000,1,WAV,True,
XC210779,XC210779.wav,103.89,32000,1,WAV,True,
XC210839,XC210839.wav,5.3,32000,1,WAV,True,
XC210841,XC210841.wav,203.86,32000,1,WAV,True,
